# ALPHA = 0.05
# NUMBER_OF_TESTS = 3

# _SET1_  VARIABLE = All_significant_in_AA (set)
# _SET1_  NGENES = 4025
# _SET1_  P-VALUE = 0.0132886
_SET1_   GENE             CHR      START       STOP  NSNPS  NPARAM       N        ZSTAT            P  ZFITTED_BASE  ZRESID_BASE
_SET1_   PLOD1              1   11994724   12035599    133      17  242781      -1.0294      0.58403    0.00072216      -1.0301
_SET1_   TNFRSF1B           1   12227044   12269279    117      16  241551      -2.2612      0.92968    0.00072216       -2.262
_SET1_   VPS13D             1   12290101   12572099    618      27  227388      -2.4123      0.92567    0.00072216       -2.413
_SET1_   DHRS3              1   12627939   12677820    166      35  250295      -2.0971      0.86847    0.00072216      -2.0979
_SET1_   EFHD2              1   15736391   15756839     77      18  220660      0.74207      0.07517    0.00072216      0.74135
_SET1_   CELA2A             1   15783223   15798586     63      11  255256     -0.48239      0.38975    0.00072216     -0.48311
_SET1_   SPEN               1   16174359   16266951    199      29  240039      0.32313      0.11178    0.00072216      0.32241
_SET1_   HSPB7              1   16340523   16346084     44       6  261494       2.3808   0.00088387    0.00072216       2.3801
_SET1_   ARHGEF19           1   16524599   16539104     59       9  246815     -0.34095      0.34901    0.00072216     -0.34168
_SET1_   FBXO42             1   16573339   16678965    247      19  251697      -1.3665      0.66272    0.00072216      -1.3672
_SET1_   MFAP2              1   17300997   17308081     16       6  236815     -0.67515      0.52321    0.00072216     -0.67588
_SET1_   SDHB               1   17345217   17380665    125      14  255170     0.053314      0.18059    0.00072216     0.052592
_SET1_   PADI2              1   17393256   17445948    268      19  251010      0.47096     0.074925    0.00072216      0.47024
_SET1_   ACTL8              1   18081808   18153558    206      26  220867     -0.62061      0.39403    0.00072216     -0.62133
_SET1_   PAX7               1   18957500   19075360    354      63  242859      -1.2585       0.5361    0.00072216      -1.2592
_SET1_   AKR7A2             1   19629202   19638640     28      11  239142      -1.5199      0.79998    0.00072216      -1.5206
_SET1_   PQLC2              1   19638740   19658925    105      17  250528      -1.6943      0.80384    0.00072216       -1.695
_SET1_   VWA5B1             1   20617412   20681662    275      30  251468      -0.9257       0.4742    0.00072216     -0.92642
_SET1_   FAM43B             1   20878932   20881513      4       1  248058       2.7741   0.00058521    0.00072216       2.7734
_SET1_   KIF17              1   20990475   21044317    219      53  239787     -0.92688      0.44645    0.00072216      -0.9276
_SET1_   HP1BP3             1   21069170   21113808    100      20  244283      0.31256      0.12987    0.00072216      0.31184
_SET1_   EPHA8              1   22890004   22930087    162      30  249002      0.80563     0.042845    0.00072216      0.80491
_SET1_   KDM1A              1   23345937   23410184     89      14  243897       2.3796   0.00079044    0.00072216       2.3789
_SET1_   ASAP3              1   23755056   23810750    157      26  231556     -0.10754      0.24149    0.00072216     -0.10826
_SET1_   RPL11              1   24018269   24022915     12       4  218106     -0.26642      0.42252    0.00072216     -0.26714
_SET1_   LYPLA2             1   24117275   24122029      4       2  229263       0.2615       0.2652    0.00072216      0.26078
_SET1_   HMGCL              1   24128367   24165110     50       7  244168       0.3319      0.14733    0.00072216      0.33118
_SET1_   SRSF10             1   24292935   24306953      2       1  206492     -0.92085      0.70396    0.00072216     -0.92157
_SET1_   NIPAL3             1   24742245   24799473    208      27  238030     -0.93397      0.49925    0.00072216     -0.93469
_SET1_   SYF2               1   25548767   25559013     11       6  204778     -0.90897      0.72104    0.00072216     -0.90969
_SET1_   RHCE               1   25687853   25747363    104      14  211448       0.6701     0.083311    0.00072216      0.66938
_SET1_   SEPN1              1   26126667   26144713     47       6  249558     -0.45028      0.40031    0.00072216       -0.451
_SET1_   AUNIP              1   26158414   26185939     66       4  256546     -0.30715      0.33945    0.00072216     -0.30787
_SET1_   STMN1              1   26210670   26233368     37       9  228229     -0.28184      0.34985    0.00072216     -0.28256
_SET1_   SLC30A2            1   26364513   26373439     23       7  232225       0.6016       0.1152    0.00072216      0.60087
_SET1_   LIN28A             1   26737269   26756219     41      14  227110       2.5366   0.00061155    0.00072216       2.5358
_SET1_   RPS6KA1            1   26856249   26901520    122      21  239545       2.2997    0.0008645    0.00072216       2.2989
_SET1_   ARID1A             1   27022522   27108601    137      12  246334       2.6519   0.00033944    0.00072216       2.6512
_SET1_   PIGV               1   27113739   27124894     18       6  244363       2.4265    0.0015461    0.00072216       2.4257
_SET1_   MAP3K6             1   27681670   27693558     33      11  239776      -0.6152      0.48358    0.00072216     -0.61593
_SET1_   WASF2              1   27730734   27816678    170      18  232300     -0.91955       0.5573    0.00072216     -0.92027
_SET1_   THEMIS2            1   28199055   28213196     53      12  248776     -0.65572      0.46243    0.00072216     -0.65645
_SET1_   EYA3               1   28296855   28415173    385      32  225282      -1.0004      0.51654    0.00072216      -1.0012
_SET1_   SESN2              1   28585963   28609002     77      22  232817       1.1972     0.026007    0.00072216       1.1965
_SET1_   PHACTR4            1   28696093   28826881    424      16  249764      0.81788     0.034687    0.00072216      0.81715
_SET1_   OPRD1              1   29138654   29190208    194      30  245253       0.1618      0.13186    0.00072216      0.16108
_SET1_   SRSF4              1   29474250   29508637     79      21  241327       3.7191   3.6806e-06    0.00072216       3.7184
_SET1_   MECR               1   29519385   29557460    113      22  245538       4.3763   1.1332e-07    0.00072216       4.3756
_SET1_   PTPRU              1   29563028   29653325    271      41  239778       3.8062     7.26e-07    0.00072216       3.8055
_SET1_   PUM1               1   31404353   31538838    382      32  234213        0.265      0.10068    0.00072216      0.26427
_SET1_   NKAIN1             1   31652592   31712734    224      20  253321       1.0317     0.024525    0.00072216       1.0309
_SET1_   SERINC2            1   31882412   31907527     83      14  240211      0.71037     0.068069    0.00072216      0.70965
_SET1_   COL16A1            1   32117848   32169768    131      31  234466       5.5252   7.3315e-11    0.00072216       5.5244
_SET1_   KHDRBS1            1   32479295   32526460     56      35  217298      -1.6541      0.84168    0.00072216      -1.6548
_SET1_   EIF3I              1   32687971   32697205     17       5  234154       1.9424    0.0074936    0.00072216       1.9417
_SET1_   BSDC1              1   32830704   32860062     38      24  219043     -0.62139       0.5242    0.00072216     -0.62211
_SET1_   SYNC               1   33145507   33168361     65       8  229316        2.432     0.001389    0.00072216       2.4312
_SET1_   YARS               1   33240840   33283633     94      18  241445     0.055741      0.20327    0.00072216     0.055018
_SET1_   S100PBP            1   33282368   33324480    104      25  228641      0.85195     0.052514    0.00072216      0.85122
_SET1_   FNDC5              1   33327869   33338093     15       6  243655     -0.35226      0.40224    0.00072216     -0.35298
_SET1_   HPCA               1   33351688   33360247     17       8  238622      0.84557     0.079727    0.00072216      0.84485
_SET1_   TMEM54             1   33360196   33367041     14       5  236384      -1.3937      0.81908    0.00072216      -1.3944
_SET1_   TRIM62             1   33611000   33647671    102      13  238666     -0.95019      0.57692    0.00072216     -0.95092
_SET1_   PHC2               1   33789224   33841194    163      25  248812     -0.88239      0.48823    0.00072216     -0.88311
_SET1_   CSMD2              1   33979609   34631443   1907     188  242138      0.45622    0.0029298    0.00072216       0.4555
_SET1_   SMIM12             1   35315963   35325417     26      10  239991       1.0077     0.047113    0.00072216        1.007
_SET1_   SFPQ               1   35641981   35658766     44       6  217230     -0.16142      0.37963    0.00072216     -0.16214
_SET1_   ZMYM4              1   35734444   35887545    302      24  218317      -1.0463      0.61474    0.00072216       -1.047
_SET1_   KIAA0319L          1   35899091   36023037    237      32  213713      -1.4797      0.76245    0.00072216      -1.4804
_SET1_   AGO3               1   36396364   36522360    152      19  225804      -1.4622      0.77318    0.00072216       -1.463
_SET1_   STK40              1   36805225   36851525     64      10  239802     -0.41384      0.38739    0.00072216     -0.41456
_SET1_   ZC3H12A            1   37940119   37949978     24      12  219511       2.0346    0.0042985    0.00072216       2.0339
_SET1_   MEAF6              1   37955561   37980420     96      21  249807       3.0891   4.5571e-05    0.00072216       3.0883
_SET1_   DNALI1             1   38022520   38032458     41      13  244719       3.5652   1.1417e-05    0.00072216       3.5645
_SET1_   GNL2               1   38032413   38061586     86      20  243543       3.0887   5.2902e-05    0.00072216        3.088
_SET1_   C1orf109           1   38147242   38158007     41       7  253785     -0.81616      0.54016    0.00072216     -0.81688
_SET1_   EPHA10             1   38181646   38230824    197      25  252179     -0.41884      0.29667    0.00072216     -0.41957
_SET1_   MANEAL             1   38259721   38267278     12       6  233529       1.3986     0.026209    0.00072216       1.3979
_SET1_   FHL3               1   38462439   38471199     15       9  205884       1.4168     0.025614    0.00072216        1.416
_SET1_   UTP11L             1   38478384   38490497     21       9  241521      0.19932      0.20685    0.00072216      0.19859
_SET1_   POU3F1             1   38509523   38512450      1       1  252146     0.056579       0.3554    0.00072216     0.055857
_SET1_   AKIRIN1            1   39456916   39471737     53       9  246204       -1.619      0.80995    0.00072216      -1.6197
_SET1_   MACF1              1   39549839   39952810   1049      43  235152       1.0699    0.0082352    0.00072216       1.0691
_SET1_   MFSD2A             1   40420784   40435630     23      11  215008      -1.1601      0.72047    0.00072216      -1.1609
_SET1_   RLF                1   40627041   40706593    110      23  246095     -0.65726      0.43802    0.00072216     -0.65798
_SET1_   ZMPSTE24           1   40723722   40759856     47      15  246761     -0.10834      0.27231    0.00072216     -0.10906
_SET1_   COL9A2             1   40766162   40782939     73      14  233028      0.38074      0.15077    0.00072216      0.38002
_SET1_   EXO5               1   40974391   40982228     26       7  262243       -1.227      0.70674    0.00072216      -1.2277
_SET1_   HIVEP3             1   41972036   42501596   1712      94  235667     0.033255     0.028309    0.00072216     0.032533
_SET1_   RIMKLA             1   42846468   42889900    159      14  251267      -1.3314      0.67894    0.00072216      -1.3321
_SET1_   SLC2A1             1   43391046   43424847    134      20  247409     -0.24345      0.27152    0.00072216     -0.24417
_SET1_   TIE1               1   43766566   43788781     32       6  248936       2.5293   0.00063854    0.00072216       2.5286
_SET1_   PTPRF              1   43991708   44089343    307      27  243029       4.9442   1.3716e-09    0.00072216       4.9435
_SET1_   ATP6V0B            1   44440118   44443972     11       5  246854       5.3548   1.9686e-09    0.00072216        5.354
_SET1_   B4GALT2            1   44444874   44456843     24       9  239672       3.4773   2.3888e-05    0.00072216       3.4765
_SET1_   DMAP1              1   44679104   44686351     18      10  235461      0.87723     0.068714    0.00072216      0.87651
_SET1_   RPS8               1   45241213   45244427      9       6  225967     -0.79424      0.63537    0.00072216     -0.79496
_SET1_   EIF2B3             1   45316194   45452394    459      25  240815    -0.016926      0.15639    0.00072216    -0.017648
_SET1_   HECTD3             1   45468220   45477027     34       9  234138      0.43699        0.146    0.00072216      0.43626
_SET1_   MUTYH              1   45794914   45806142     26      13  224515       2.7226   0.00049749    0.00072216       2.7218
_SET1_   AKR1A1             1   46016455   46035723     69      14  224963     -0.19317      0.30203    0.00072216     -0.19389
_SET1_   TMEM69             1   46153847   46160110     17       4  232616     0.027858      0.27271    0.00072216     0.027136
_SET1_   IPP                1   46159996   46216485    143      13  238904      -0.2324      0.28376    0.00072216     -0.23312
_SET1_   MAST2              1   46269269   46501796    654      29  237320     -0.36804      0.21644    0.00072216     -0.36876
_SET1_   PIK3R3             1   46505812   46642167    346      27  234750    -0.083654       0.1829    0.00072216    -0.084377
_SET1_   LRRC41             1   46744072   46769038     33      18  232869      0.99585     0.050964    0.00072216      0.99513
_SET1_   EFCAB14            1   47140831   47184792    102      11  243433      0.14324      0.17635    0.00072216      0.14252
_SET1_   CMPK1              1   47799469   47844511    165      24  226626      0.99201     0.033053    0.00072216      0.99129
_SET1_   RNF11              1   51701945   51739119    115       9  212455       1.4662     0.022809    0.00072216       1.4655
_SET1_   OSBPL9             1   52082546   52254891    333      28  230146      0.21042      0.13843    0.00072216      0.20969
_SET1_   RAB3B              1   52373628   52456436    222      28  238035       1.3484     0.012578    0.00072216       1.3477
_SET1_   BTF3L4             1   52521857   52556388     91      17  207616       2.2905    0.0020866    0.00072216       2.2898
_SET1_   ZYG11B             1   53192126   53293014    293      20  245688     -0.36794      0.28062    0.00072216     -0.36867
_SET1_   C1orf123           1   53679771   53686289     15       5  246658      0.82961     0.075352    0.00072216      0.82889
_SET1_   MAGOH              1   53692564   53704282     30      10  239811       1.0208     0.045503    0.00072216         1.02
_SET1_   GLIS1              1   53971904   54203748    739      59  244701     -0.58007      0.22518    0.00072216      -0.5808
_SET1_   HSPB11             1   54387234   54411975     53       9  246504       1.5312     0.014907    0.00072216       1.5304
_SET1_   TCEANC2            1   54519274   54565416    129      25  232959     -0.71033      0.47421    0.00072216     -0.71105
_SET1_   MRPL37             1   54665840   54691407    100      19  242239      -0.9698      0.57145    0.00072216     -0.97052
_SET1_   PARS2              1   55222571   55230226     26       7  259551      0.50276      0.11547    0.00072216      0.50203
_SET1_   DHCR24             1   55315300   55352921    139      21  250726      -2.0193       0.8752    0.00072216      -2.0201
_SET1_   PCSK9              1   55505149   55530526    120      26  231509      -1.0556      0.58329    0.00072216      -1.0563
_SET1_   PRKAA2             1   57110990   57181008    242      22  249356      -1.5586      0.72547    0.00072216      -1.5593
_SET1_   MYSM1              1   59120411   59165747    190      19  246527      -0.5402       0.3564    0.00072216     -0.54092
_SET1_   JUN                1   59246463   59249785      4       2  212029       1.1412     0.079973    0.00072216       1.1404
_SET1_   AK4                1   65613232   65697828    205      22  232833       1.4046     0.011325    0.00072216       1.4039
_SET1_   DNAJC6             1   65720133   65881552    474      40  245487      -1.5872      0.66829    0.00072216      -1.5879
_SET1_   PDE4B              1   66258193   66840262   1578     104  243527     -0.16657     0.042662    0.00072216      -0.1673
_SET1_   SGIP1              1   66999066   67210768    779      28  256491       2.0016   0.00057385    0.00072216       2.0009
_SET1_   SERBP1             1   67873493   67896123     33      13  230595     -0.61771      0.48585    0.00072216     -0.61843
_SET1_   GADD45A            1   68150860   68154021      9       4  249606       2.0241    0.0044794    0.00072216       2.0234
_SET1_   LRRC7              1   70033230   70589171   1645      87  251492      -1.3788      0.31812    0.00072216      -1.3795
_SET1_   HHLA3              1   70820493   70833706     31       8  250400    -0.016679      0.25802    0.00072216    -0.017401
_SET1_   CTH                1   70876901   70905534     90      25  239093      0.32399      0.12833    0.00072216      0.32327
_SET1_   PTGER3             1   71318036   71513497    651      54  251123       3.8188   1.4601e-07    0.00072216        3.818
_SET1_   NEGR1              1   71868625   72748533   2114     119  243625       7.3151    1.324e-21    0.00072216       7.3144
_SET1_   LRRIQ3             1   74491699   74663871    320      22  243151       1.7653    0.0031148    0.00072216       1.7645
_SET1_   TYW3               1   75198836   75232361    122      19  242247       2.3283   0.00081192    0.00072216       2.3276
_SET1_   RABGGTB            1   76251879   76260775     25       9  249826     0.014198      0.24883    0.00072216     0.013476
_SET1_   PIGK               1   77554666   77685132    370      24  249511      -1.3819      0.65463    0.00072216      -1.3826
_SET1_   AK5                1   77747662   78025654   1172      91  247379     -0.26981     0.082619    0.00072216     -0.27053
_SET1_   NEXN               1   78354200   78412009    126      28  240108      0.70852     0.066518    0.00072216       0.7078
_SET1_   GIPC2              1   78510646   78604129    279      27  249549       0.7885      0.03919    0.00072216      0.78777
_SET1_   TTLL7              1   84335057   84464850    344      18  250795       1.8816    0.0022301    0.00072216       1.8809
_SET1_   PRKACB             1   84543745   84704181    253      26  245510       1.1278     0.018088    0.00072216       1.1271
_SET1_   CTBS               1   85018804   85048039     99      21  240810       1.3492     0.016927    0.00072216       1.3485
_SET1_   WDR63              1   85527993   85598821    249      39  246898     -0.67626      0.36034    0.00072216     -0.67699
_SET1_   SYDE2              1   85623356   85667292    131      17  250432      -1.2085      0.65384    0.00072216      -1.2092
_SET1_   C1orf52            1   85715636   85725355     31      12  251163      0.62636     0.093666    0.00072216      0.62564
_SET1_   HS2ST1             1   87380335   87575681    613      24  235062      0.70308     0.040048    0.00072216      0.70235
_SET1_   LMO4               1   87794151   87814606     53      15  231909       1.3205     0.026701    0.00072216       1.3197
_SET1_   CCBL2              1   89401456   89458643    237      25  193391       2.6366   0.00029144    0.00072216       2.6359
_SET1_   ZNF326             1   90460678   90494101     46      13  240755     -0.47069      0.42073    0.00072216     -0.47141
_SET1_   HFM1               1   91726323   91870426    355      32  246204     -0.17559      0.19693    0.00072216     -0.17631
_SET1_   CDC7               1   91966338   91991321     61      15  242822      0.29915      0.14784    0.00072216      0.29842
_SET1_   RPAP2              1   92764522   92853732    239      39  215905      -1.3898      0.68428    0.00072216      -1.3905
_SET1_   DR1                1   93811478   93828149     46      13  226277       1.3526     0.022028    0.00072216       1.3519
_SET1_   DNTTIP2            1   94335014   94345474     46      10  253001       1.5376     0.011577    0.00072216       1.5368
_SET1_   SLC44A3            1   95285898   95360803    309      54  243776       -0.705      0.33731    0.00072216     -0.70572
_SET1_   CNN3               1   95362507   95392735    132      33  247635     -0.10026      0.21517    0.00072216     -0.10098
_SET1_   ALG14              1   95448279   95538512    280      32  248913      -1.5798      0.72848    0.00072216      -1.5805
_SET1_   PTBP2              1   97187161   97280605    282      26  234685     -0.35105      0.27821    0.00072216     -0.35178
_SET1_   DPYD               1   97543299   98386615   2479     146  241516       2.5187   4.4131e-07    0.00072216        2.518
_SET1_   SNX7               1   99127236   99226056    366      26  252278      -2.0708      0.84816    0.00072216      -2.0715
_SET1_   LPPR5              1   99355801   99470449    486      54  248779      -1.2123      0.50339    0.00072216      -1.2131
_SET1_   LPPR4              1   99729848   99775140    156      30  233801     -0.92584      0.52676    0.00072216     -0.92656
_SET1_   DPH5               1  101455179  101491365     60      11  243968     -0.28763      0.33687    0.00072216     -0.28835
_SET1_   OLFM3              1  102268126  102462790    690      76  247550      -1.6294      0.57562    0.00072216      -1.6301
_SET1_   NTNG1              1  107682540  108024477    855      85  241208      -2.3334      0.79998    0.00072216      -2.3342
_SET1_   TAF13              1  109606998  109618624     38      11  242892     -0.51177      0.43106    0.00072216     -0.51249
_SET1_   SARS               1  109756515  109780804     44      14  246037     -0.16269      0.28733    0.00072216     -0.16341
_SET1_   CYB561D1           1  110036658  110043063     17       7  212592       6.1298   1.2498e-11    0.00072216        6.129
_SET1_   AMIGO1             1  110049446  110052336      3       2  238698       3.1894   0.00012074    0.00072216       3.1886
_SET1_   GNAI3              1  110091186  110138465    107      23  233923      0.64223     0.078665    0.00072216      0.64151
_SET1_   AHCYL1             1  110527387  110566364     69      12  210719       1.4419     0.021512    0.00072216       1.4412
_SET1_   RBM15              1  110881945  110889303     12       6  239208      -1.0269      0.66837    0.00072216      -1.0277
_SET1_   CD53               1  111413821  111442558     95      16  251677      -1.6293      0.78929    0.00072216      -1.6301
_SET1_   DRAM2              1  111659954  111682838     65      12  241840      -0.6037      0.45682    0.00072216     -0.60442
_SET1_   MOV10              1  113217048  113243368     65      15  245508      -1.2642      0.69348    0.00072216       -1.265
_SET1_   RHOC               1  113243749  113250025     17       6  247336      -1.4104      0.78654    0.00072216      -1.4111
_SET1_   PPM1J              1  113252616  113257950     17      10  235229     -0.28509      0.38249    0.00072216     -0.28581
_SET1_   AP4B1              1  114437370  114447741     23      10  238426        1.525     0.015046    0.00072216       1.5243
_SET1_   SYT6               1  114631914  114696472    278      61  246939      -1.4173      0.59904    0.00072216       -1.418
_SET1_   DENND2C            1  115127155  115212732    255      28  240631      -1.3677      0.67844    0.00072216      -1.3684
_SET1_   CSDE1              1  115259534  115300671    107      22  239308      -1.3788      0.71989    0.00072216      -1.3795
_SET1_   TSHB               1  115572445  115576930     24       6  251077      0.13144      0.20784    0.00072216      0.13072
_SET1_   TSPAN2             1  115590632  115632121    181      31  252292      0.34588      0.09447    0.00072216      0.34516
_SET1_   VANGL1             1  116184574  116240845    196      37  247018        1.103     0.017897    0.00072216       1.1023
_SET1_   NHLH2              1  116378998  116383747     10       6  241863      -1.1784      0.72872    0.00072216      -1.1792
_SET1_   PTGFRN             1  117452689  117532972    273      34  242807       1.0226     0.022675    0.00072216       1.0219
_SET1_   TTF2               1  117602910  117645492    114      27  239524       0.2914      0.13111    0.00072216      0.29068
_SET1_   VTCN1              1  117686209  117753582    224      37  235919     -0.17661       0.2208    0.00072216     -0.17734
_SET1_   MAN1A2             1  117910085  118068320    456      29  255587      -1.4679      0.64704    0.00072216      -1.4686
_SET1_   SPAG17             1  118496288  118727848    518      29  239700     -0.91933      0.45043    0.00072216     -0.92005
_SET1_   PHGDH              1  120254419  120286849     89      25  240343      -2.0706       0.8916    0.00072216      -2.0714
_SET1_   PDE4DIP            1  144851424  145076186     15       6  194339     -0.43566      0.49081    0.00072216     -0.43638
_SET1_   POLR3GL            1  145456236  145476081     21      10  204715     -0.81277      0.62548    0.00072216     -0.81349
_SET1_   ANKRD35            1  145549209  145568526     49       9  233789      -1.5592      0.79863    0.00072216      -1.5599
_SET1_   GPR89A             1  145764595  145827103      1       1  227514     -0.84155       0.6533    0.00072216     -0.84227
_SET1_   PRKAB2             1  146626685  146644168     67      13  243480      -1.3376      0.72378    0.00072216      -1.3383
_SET1_   ACP6               1  147119168  147142634     82      15  249279      0.46556      0.10663    0.00072216      0.46484
_SET1_   PLEKHO1            1  150122170  150131825     21       7  220740       1.8906    0.0072764    0.00072216       1.8899
_SET1_   ANP32E             1  150190717  150208504     31       8  217948      -0.9272      0.62374    0.00072216     -0.92793
_SET1_   CA14               1  150229554  150237478     11       7  223058      -1.0561      0.71446    0.00072216      -1.0568
_SET1_   APH1A              1  150237799  150241609      3       2  223483     -0.20514      0.42415    0.00072216     -0.20586
_SET1_   C1orf54            1  150244687  150253335     13       5  236977      0.39183      0.16284    0.00072216      0.39111
_SET1_   TARS2              1  150459840  150480085     68      12  242653      -1.0699      0.62133    0.00072216      -1.0707
_SET1_   CTSK               1  150768684  150780917     14       6  228426   -0.0082051      0.28795    0.00072216   -0.0089273
_SET1_   ARNT               1  150782181  150849244    112      17  240749     0.040291      0.19841    0.00072216     0.039569
_SET1_   SETDB1             1  150898815  150937389     87      19  241281     0.059979       0.1978    0.00072216     0.059257
_SET1_   CDC42SE1           1  151023447  151032125     20      10  226608       1.6381     0.014621    0.00072216       1.6374
_SET1_   PSMD4              1  151227176  151239955     23       6  231848       1.5561     0.015705    0.00072216       1.5554
_SET1_   ZNF687             1  151254094  151264381     14       5  234805       1.6019     0.015866    0.00072216       1.6012
_SET1_   RFX5               1  151313116  151319785      8       4  209151    -0.049628      0.34351    0.00072216     -0.05035
_SET1_   POGZ               1  151375200  151445753    124      10  237108       -0.823      0.54132    0.00072216     -0.82372
_SET1_   SNX27              1  151584454  151671559    147      24  236759       1.2574     0.017669    0.00072216       1.2567
_SET1_   TDRKH              1  151742741  151763052     72       8  251003      0.86076     0.050571    0.00072216      0.86004
_SET1_   THEM4              1  151843342  151882361     96      11  254393      0.52239     0.099016    0.00072216      0.52167
_SET1_   S100A10            1  151955386  151966714     21       7  252000      0.83978     0.068605    0.00072216      0.83906
_SET1_   CHTOP              1  153606458  153618782     33       7  249510      -1.3122      0.72878    0.00072216      -1.3129
_SET1_   SLC27A3            1  153746830  153752633      8       4  216738    -0.051798       0.3381    0.00072216     -0.05252
_SET1_   DENND4B            1  153901977  153919162     23       5  255262       4.8939   1.3621e-08    0.00072216       4.8932
_SET1_   RPS27              1  153963239  153964631      6       4  208365      0.56835      0.20215    0.00072216      0.56763
_SET1_   TPM3               1  154127780  154164611     68      16  245833       1.9706    0.0030779    0.00072216       1.9699
