# ALPHA = 0.05
# NUMBER_OF_TESTS = 3

# _SET1_  VARIABLE = All_significant_in_AA (set)
# _SET1_  NGENES = 4028
# _SET1_  P-VALUE = 0.00264691
_SET1_   GENE             CHR      START       STOP  NSNPS  NPARAM      N        ZSTAT            P  ZFITTED_BASE  ZRESID_BASE
_SET1_   ZBTB48             1    6640051    6649340     10       5  77096       2.0042    0.0070364    0.00034104       2.0039
_SET1_   CAMTA1             1    6845384    7829766   2795     212  77096      -2.3293      0.60573    0.00034104      -2.3297
_SET1_   VAMP3              1    7831329    7841492     34       9  77096      0.62833      0.11229    0.00034104      0.62799
_SET1_   PER3               1    7844413    7905241    243      31  77096   -0.0079877      0.21515    0.00034104   -0.0083288
_SET1_   ERRFI1             1    8071779    8086393     21       4  77096     -0.30283      0.39911    0.00034104     -0.30317
_SET1_   ENO1               1    8921059    8939151     24       4  77096      0.39354      0.17076    0.00034104       0.3932
_SET1_   GPR157             1    9163472    9189229     65      10  77096       -1.204      0.71532    0.00034104      -1.2044
_SET1_   H6PD               1    9294822    9331396    101      20  77096     -0.23562      0.32684    0.00034104     -0.23596
_SET1_   NMNAT1             1   10003486   10045556     76      10  77096     -0.81114      0.60407    0.00034104     -0.81149
_SET1_   DFFA               1   10520588   10532613     18       4  77096     -0.37943      0.43555    0.00034104     -0.37977
_SET1_   CASZ1              1   10696661   10856733    395      72  77096      -2.3023      0.91137    0.00034104      -2.3027
_SET1_   SRM                1   11114649   11120091      8       3  77096      0.15751      0.28287    0.00034104      0.15717
_SET1_   EXOSC10            1   11126675   11159961     89       5  77096      -1.1043      0.69381    0.00034104      -1.1046
_SET1_   MTOR               1   11166588   11322614    310       8  77096      -1.5506      0.78061    0.00034104      -1.5509
_SET1_   PTCHD2             1   11539295   11597640    147      15  77096       1.4224     0.016659    0.00034104       1.4221
_SET1_   FBXO44             1   11714432   11723384     24       7  77096       1.2172     0.041223    0.00034104       1.2168
_SET1_   MAD2L2             1   11734537   11751678     66      14  77096     -0.54045      0.46371    0.00034104     -0.54079
_SET1_   DRAXIN             1   11751781   11780336     90      16  77096      0.88067      0.05944    0.00034104      0.88033
_SET1_   MTHFR              1   11845787   11866160     80      11  77096      0.57109      0.11669    0.00034104      0.57074
_SET1_   PLOD1              1   11994724   12035599    108      11  77096       1.1261      0.03624    0.00034104       1.1258
_SET1_   TNFRSF1B           1   12227044   12269279    132      17  77096      -2.0485      0.91453    0.00034104      -2.0488
_SET1_   VPS13D             1   12290101   12572099    507      19  77096      -1.8678      0.86825    0.00034104      -1.8682
_SET1_   DHRS3              1   12627939   12677820    169      32  77096       0.2428      0.15682    0.00034104      0.24246
_SET1_   EFHD2              1   15736391   15756839     65      19  77096      0.33891      0.16854    0.00034104      0.33857
_SET1_   CELA2A             1   15783223   15798586     63      10  77096      -1.4158      0.78451    0.00034104      -1.4161
_SET1_   SPEN               1   16174359   16266951    148      18  77096     -0.25139      0.32671    0.00034104     -0.25173
_SET1_   HSPB7              1   16340523   16346084     45       5  77096     -0.77442      0.56301    0.00034104     -0.77476
_SET1_   ARHGEF19           1   16524599   16539104     52       5  77096      0.77875     0.081488    0.00034104      0.77841
_SET1_   FBXO42             1   16573339   16678965    213      12  77096       1.5491     0.010149    0.00034104       1.5488
_SET1_   MFAP2              1   17300997   17308081     17       4  77096       1.8199    0.0086043    0.00034104       1.8196
_SET1_   SDHB               1   17345217   17380665    117      12  77096       1.9463    0.0040408    0.00034104       1.9459
_SET1_   PADI2              1   17393256   17445948    257      14  77096       1.0398     0.032129    0.00034104       1.0394
_SET1_   ACTL8              1   18081808   18153558    209      24  77096     -0.58449      0.42344    0.00034104     -0.58483
_SET1_   PAX7               1   18957500   19075360    335      55  77096    -0.074861      0.20618    0.00034104    -0.075202
_SET1_   AKR7A2             1   19629202   19638640     28      11  77096       1.1629     0.041314    0.00034104       1.1625
_SET1_   PQLC2              1   19638740   19658925     97      14  77096     -0.25357       0.3351    0.00034104     -0.25391
_SET1_   VWA5B1             1   20617412   20681662    247      32  77096      0.57892     0.083604    0.00034104      0.57858
_SET1_   FAM43B             1   20878932   20881513      4       1  77096       1.0936     0.063791    0.00034104       1.0933
_SET1_   KIF17              1   20990475   21044317    206      45  77096     0.058766      0.19414    0.00034104     0.058425
_SET1_   HP1BP3             1   21069170   21113808     92      14  77096       2.4434   0.00095217    0.00034104        2.443
_SET1_   EPHA8              1   22890004   22930087    156      26  77096     -0.52037      0.42226    0.00034104     -0.52071
_SET1_   KDM1A              1   23345937   23410184     68       8  77096     -0.26976      0.35613    0.00034104      -0.2701
_SET1_   ASAP3              1   23755056   23810750    112      14  77096      -1.0802      0.67132    0.00034104      -1.0806
_SET1_   RPL11              1   24018269   24022915     12       4  77096       0.6535      0.14015    0.00034104      0.65316
_SET1_   LYPLA2             1   24117275   24122029      3       1  77096       1.3214     0.049594    0.00034104        1.321
_SET1_   HMGCL              1   24128367   24165110     45       4  77096      -1.2087       0.7226    0.00034104       -1.209
_SET1_   NIPAL3             1   24742245   24799473    167      17  77096      0.89474     0.050247    0.00034104       0.8944
_SET1_   SYF2               1   25548767   25559013      3       2  77096      -0.4984      0.62291    0.00034104     -0.49874
_SET1_   RHCE               1   25687853   25747363     46       3  77096     -0.57852      0.47863    0.00034104     -0.57886
_SET1_   SEPN1              1   26126667   26144713     43       5  77096      -1.3884       0.7854    0.00034104      -1.3887
_SET1_   AUNIP              1   26158414   26185939     68       3  77096      -1.5349      0.81702    0.00034104      -1.5353
_SET1_   STMN1              1   26210670   26233368     27       5  77096        -1.57      0.83733    0.00034104      -1.5703
_SET1_   SLC30A2            1   26364513   26373439     14       3  77096     -0.70775      0.57327    0.00034104     -0.70809
_SET1_   LIN28A             1   26737269   26756219     36      12  77096      0.11399      0.23864    0.00034104      0.11365
_SET1_   RPS6KA1            1   26856249   26901520     95      12  77096       1.0151      0.04619    0.00034104       1.0148
_SET1_   ARID1A             1   27022522   27108601    116       8  77096       2.3041    0.0017703    0.00034104       2.3038
_SET1_   PIGV               1   27113739   27124894     14       4  77096       2.0768    0.0062105    0.00034104       2.0765
_SET1_   MAP3K6             1   27681670   27693558     25       7  77096      0.29115      0.20283    0.00034104      0.29081
_SET1_   WASF2              1   27730734   27816678    121       7  77096      -1.0753      0.67073    0.00034104      -1.0756
_SET1_   THEMIS2            1   28199055   28213196     50       9  77096     -0.55227      0.47446    0.00034104     -0.55261
_SET1_   EYA3               1   28296855   28415173    241      25  77096       -0.759      0.49376    0.00034104     -0.75934
_SET1_   SESN2              1   28585963   28609002     50      11  77096      0.55157       0.1274    0.00034104      0.55123
_SET1_   PHACTR4            1   28696093   28826881    390      12  77096       1.1507      0.02175    0.00034104       1.1504
_SET1_   OPRD1              1   29138654   29190208    163      19  77096       3.2169   3.6866e-05    0.00034104       3.2165
_SET1_   SRSF4              1   29474250   29508637     64      14  77096       1.7366    0.0097121    0.00034104       1.7362
_SET1_   MECR               1   29519385   29557460     91      14  77096       1.1685     0.036607    0.00034104       1.1682
_SET1_   PTPRU              1   29563028   29653325    229      34  77096      0.81161     0.054639    0.00034104      0.81127
_SET1_   PUM1               1   31404353   31538838    258      17  77096     -0.13957      0.25592    0.00034104     -0.13991
_SET1_   NKAIN1             1   31652592   31712734    240      18  77096       2.5652   0.00039894    0.00034104       2.5649
_SET1_   SERINC2            1   31882412   31907527     68       8  77096       2.6183   0.00054464    0.00034104        2.618
_SET1_   COL16A1            1   32117848   32169768     98      18  77096     -0.48355      0.41979    0.00034104      -0.4839
_SET1_   KHDRBS1            1   32479295   32526460     26      14  77096      0.27159      0.24671    0.00034104      0.27125
_SET1_   EIF3I              1   32687971   32697205     11       2  77096      0.33219       0.2269    0.00034104      0.33185
_SET1_   BSDC1              1   32830704   32860062     21      12  77096     -0.83499      0.69441    0.00034104     -0.83533
_SET1_   SYNC               1   33145507   33168361     45       3  77096       0.2645      0.23912    0.00034104      0.26416
_SET1_   YARS               1   33240840   33283633     78      10  77096       1.3142     0.025884    0.00034104       1.3139
_SET1_   S100PBP            1   33282368   33324480     58      10  77096       1.4787     0.018857    0.00034104       1.4784
_SET1_   FNDC5              1   33327869   33338093     10       3  77096       1.2501     0.039512    0.00034104       1.2498
_SET1_   HPCA               1   33351688   33360247     13       5  77096       1.0153     0.067366    0.00034104        1.015
_SET1_   TMEM54             1   33360196   33367041      8       2  77096      0.46641      0.19234    0.00034104      0.46607
_SET1_   TRIM62             1   33611000   33647671     81       6  77096     -0.12678      0.30443    0.00034104     -0.12713
_SET1_   PHC2               1   33789224   33841194    151      21  77096      0.10856      0.20166    0.00034104      0.10822
_SET1_   CSMD2              1   33979609   34631443   1818     163  77096      -1.2563      0.29061    0.00034104      -1.2567
_SET1_   SMIM12             1   35315963   35325417     28      11  77096       1.1616      0.04112    0.00034104       1.1612
_SET1_   SFPQ               1   35641981   35658766     28       3  77096       1.0868     0.075835    0.00034104       1.0865
_SET1_   ZMYM4              1   35734444   35887545    154       9  77096       1.3798     0.030967    0.00034104       1.3795
_SET1_   KIAA0319L          1   35899091   36023037    116      10  77096       1.8699    0.0080328    0.00034104       1.8696
_SET1_   AGO3               1   36396364   36522360    111      10  77096       3.0961   0.00013445    0.00034104       3.0958
_SET1_   STK40              1   36805225   36851525     60       8  77096     -0.34494      0.39873    0.00034104     -0.34528
_SET1_   ZC3H12A            1   37940119   37949978     16       6  77096     -0.29785      0.40931    0.00034104     -0.29819
_SET1_   MEAF6              1   37955561   37980420     80      15  77096     0.010466      0.25699    0.00034104     0.010125
_SET1_   DNALI1             1   38022520   38032458     34      10  77096     -0.44639      0.46519    0.00034104     -0.44673
_SET1_   GNL2               1   38032413   38061586     71      13  77096      -0.2615      0.35579    0.00034104     -0.26184
_SET1_   C1orf109           1   38147242   38158007     42       5  77096     -0.14646      0.32306    0.00034104      -0.1468
_SET1_   EPHA10             1   38181646   38230824    198      23  77096       2.2446    0.0012694    0.00034104       2.2443
_SET1_   MANEAL             1   38259721   38267278      9       4  77096       2.1351    0.0045319    0.00034104       2.1348
_SET1_   FHL3               1   38462439   38471199     14       7  77096      -1.6105      0.86094    0.00034104      -1.6108
_SET1_   UTP11L             1   38478384   38490497     21       9  77096      -1.0044      0.68804    0.00034104      -1.0048
_SET1_   POU3F1             1   38509523   38512450      4       2  77096     0.013345      0.48406    0.00034104     0.013004
_SET1_   AKIRIN1            1   39456916   39471737     53       7  77096      0.76503     0.081712    0.00034104      0.76468
_SET1_   MACF1              1   39549839   39952810    811      31  77096      0.26081     0.088948    0.00034104      0.26047
_SET1_   MFSD2A             1   40420784   40435630     15       7  77096     -0.80957      0.61479    0.00034104     -0.80991
_SET1_   RLF                1   40627041   40706593     95      16  77096     -0.79397      0.56384    0.00034104     -0.79431
_SET1_   ZMPSTE24           1   40723722   40759856     42      11  77096     -0.35883      0.41492    0.00034104     -0.35917
_SET1_   COL9A2             1   40766162   40782939     62      10  77096      0.24893      0.21494    0.00034104      0.24858
_SET1_   EXO5               1   40974391   40982228     31       8  77096       1.1912      0.04006    0.00034104       1.1908
_SET1_   HIVEP3             1   41972036   42501596   1366      68  77096      -1.5788      0.54491    0.00034104      -1.5791
_SET1_   RIMKLA             1   42846468   42889900    141       9  77096       1.7384    0.0070389    0.00034104       1.7381
_SET1_   SLC2A1             1   43391046   43424847    124      17  77096         0.55      0.10796    0.00034104      0.54966
_SET1_   TIE1               1   43766566   43788781     32       5  77096       2.7318   0.00043999    0.00034104       2.7314
_SET1_   PTPRF              1   43991708   44089343    240      19  77096        4.005   7.6209e-07    0.00034104       4.0047
_SET1_   ATP6V0B            1   44440118   44443972      9       4  77096       2.7806   0.00064533    0.00034104       2.7803
_SET1_   B4GALT2            1   44444874   44456843     19       5  77096       1.9787    0.0063819    0.00034104       1.9784
_SET1_   DMAP1              1   44679104   44686351     14       6  77096       2.4497     0.001494    0.00034104       2.4494
_SET1_   RPS8               1   45241213   45244427      6       4  77096     -0.55952      0.57197    0.00034104     -0.55986
_SET1_   EIF2B3             1   45316194   45452394    339      12  77096     -0.81886      0.49424    0.00034104     -0.81921
_SET1_   HECTD3             1   45468220   45477027     20       4  77096      0.25433      0.21728    0.00034104      0.25399
_SET1_   MUTYH              1   45794914   45806142     17       8  77096      0.44042      0.18112    0.00034104      0.44008
_SET1_   AKR1A1             1   46016455   46035723     37       6  77096      -1.1706      0.71203    0.00034104       -1.171
_SET1_   TMEM69             1   46153847   46160110     12       2  77096     -0.58036      0.52288    0.00034104      -0.5807
_SET1_   IPP                1   46159996   46216485    116       7  77096       -1.034      0.63629    0.00034104      -1.0344
_SET1_   MAST2              1   46269269   46501796    478      15  77096       -1.264      0.62694    0.00034104      -1.2643
_SET1_   PIK3R3             1   46505812   46642167    244      21  77096      -1.0482      0.59571    0.00034104      -1.0485
_SET1_   LRRC41             1   46744072   46769038     28      12  77096     -0.29401      0.41203    0.00034104     -0.29435
_SET1_   EFCAB14            1   47140831   47184792     81       7  77096      -1.4895      0.79619    0.00034104      -1.4898
_SET1_   CMPK1              1   47799469   47844511    111      11  77096     0.040556      0.23174    0.00034104     0.040215
_SET1_   RNF11              1   51701945   51739119     46       9  77096      0.55423      0.16029    0.00034104      0.55389
_SET1_   OSBPL9             1   52082546   52254891    275      20  77096      -1.0062      0.62456    0.00034104      -1.0065
_SET1_   RAB3B              1   52373628   52456436    166      21  77096     -0.93631      0.58985    0.00034104     -0.93665
_SET1_   BTF3L4             1   52521857   52556388     47       9  77096      0.56968      0.15431    0.00034104      0.56934
_SET1_   ZYG11B             1   53192126   53293014    280      15  77096      -1.9885       0.8807    0.00034104      -1.9889
_SET1_   C1orf123           1   53679771   53686289     11       3  77096       2.2027    0.0032871    0.00034104       2.2023
_SET1_   MAGOH              1   53692564   53704282     25       7  77096       1.8386    0.0081937    0.00034104       1.8382
_SET1_   GLIS1              1   53971904   54203748    638      43  77096       -0.897      0.44148    0.00034104     -0.89734
_SET1_   HSPB11             1   54387234   54411975     42       6  77096     0.044579      0.28705    0.00034104     0.044238
_SET1_   TCEANC2            1   54519274   54565416    105      17  77096      0.56328      0.12261    0.00034104      0.56293
_SET1_   MRPL37             1   54665840   54691407     80      15  77096       2.1673    0.0025375    0.00034104       2.1669
_SET1_   PARS2              1   55222571   55230226     27       6  77096      0.11027      0.24791    0.00034104      0.10993
_SET1_   DHCR24             1   55315300   55352921    138      18  77096      0.27781      0.16243    0.00034104      0.27747
_SET1_   PCSK9              1   55505149   55530526    111      22  77096     -0.34667      0.36409    0.00034104     -0.34701
_SET1_   PRKAA2             1   57110990   57181008    250      18  77096     -0.73012      0.46864    0.00034104     -0.73046
_SET1_   MYSM1              1   59120411   59165747    173      12  77096      0.52776      0.10042    0.00034104      0.52742
_SET1_   JUN                1   59246463   59249785      2       1  77096      0.97179      0.11283    0.00034104      0.97145
_SET1_   AK4                1   65613232   65697828    193      18  77096      0.87383     0.053267    0.00034104      0.87349
_SET1_   DNAJC6             1   65720133   65881552    440      32  77096      -2.5099       0.9419    0.00034104      -2.5102
_SET1_   PDE4B              1   66258193   66840262   1531      83  77096        2.846   5.0339e-06    0.00034104       2.8456
_SET1_   SGIP1              1   66999066   67210768    747      26  77096     -0.90788      0.42696    0.00034104     -0.90822
_SET1_   SERBP1             1   67873493   67896123     24       7  77096        1.468     0.021702    0.00034104       1.4676
_SET1_   GADD45A            1   68150860   68154021      8       3  77096       1.7275     0.013067    0.00034104       1.7272
_SET1_   LRRC7              1   70033230   70589171   1584      71  77096      -0.1859     0.083141    0.00034104     -0.18624
_SET1_   HHLA3              1   70820493   70833706     26       6  77096       0.3403      0.18719    0.00034104      0.33996
_SET1_   CTH                1   70876901   70905534     74      18  77096       1.3382     0.024256    0.00034104       1.3379
_SET1_   PTGER3             1   71318036   71513497    597      45  77096       1.6664    0.0033695    0.00034104        1.666
_SET1_   NEGR1              1   71868625   72748533   1901      96  77096       1.7387   0.00022811    0.00034104       1.7384
_SET1_   LRRIQ3             1   74491699   74663871    285      14  77096     -0.35141       0.3208    0.00034104     -0.35175
_SET1_   TYW3               1   75198836   75232361    120      17  77096      0.56543      0.10555    0.00034104      0.56509
_SET1_   RABGGTB            1   76251879   76260775     21       7  77096     -0.73374      0.57684    0.00034104     -0.73408
_SET1_   PIGK               1   77554666   77685132    347      20  77096     -0.27035      0.28946    0.00034104     -0.27069
_SET1_   AK5                1   77747662   78025654   1082      75  77096      0.23117     0.061038    0.00034104      0.23082
_SET1_   NEXN               1   78354200   78412009    103      19  77096       1.2659     0.031669    0.00034104       1.2656
_SET1_   GIPC2              1   78510646   78604129    238      25  77096     0.008359      0.21453    0.00034104     0.008018
_SET1_   TTLL7              1   84335057   84464850    347      15  77096     -0.48582      0.36147    0.00034104     -0.48616
_SET1_   PRKACB             1   84543745   84704181    242      24  77096       1.0376      0.03259    0.00034104       1.0372
_SET1_   CTBS               1   85018804   85048039     77      14  77096     0.018308      0.26511    0.00034104     0.017967
_SET1_   WDR63              1   85527993   85598821    251      34  77096    -0.056431      0.22149    0.00034104    -0.056772
_SET1_   SYDE2              1   85623356   85667292    124      14  77096       -1.347      0.75355    0.00034104      -1.3473
_SET1_   C1orf52            1   85715636   85725355     32      10  77096       1.4575     0.021329    0.00034104       1.4571
_SET1_   HS2ST1             1   87380335   87575681    500      19  77096      -1.3204       0.6656    0.00034104      -1.3208
_SET1_   LMO4               1   87794151   87814606     46      12  77096       1.0416     0.064806    0.00034104       1.0412
_SET1_   CCBL2              1   89401456   89458643    110      10  77096      -1.3131      0.72992    0.00034104      -1.3134
_SET1_   ZNF326             1   90460678   90494101     50      14  77096     -0.21894      0.36219    0.00034104     -0.21928
_SET1_   HFM1               1   91726323   91870426    340      23  77096      0.21064      0.14536    0.00034104      0.21029
_SET1_   CDC7               1   91966338   91991321     49      10  77096    -0.072128      0.29761    0.00034104    -0.072469
_SET1_   RPAP2              1   92764522   92853732     99      13  77096       1.9804    0.0039189    0.00034104         1.98
_SET1_   DR1                1   93811478   93828149     29       7  77096      -1.0382      0.68273    0.00034104      -1.0385
_SET1_   DNTTIP2            1   94335014   94345474     46       9  77096      -1.7222      0.86819    0.00034104      -1.7225
_SET1_   SLC44A3            1   95285898   95360803    295      47  77096     -0.59882      0.39345    0.00034104     -0.59916
_SET1_   CNN3               1   95362507   95392735    118      27  77096      0.02846       0.2417    0.00034104     0.028119
_SET1_   ALG14              1   95448279   95538512    242      27  77096       1.7882    0.0052866    0.00034104       1.7879
_SET1_   PTBP2              1   97187161   97280605    186      17  77096       2.6376   0.00034571    0.00034104       2.6373
_SET1_   DPYD               1   97543299   98386615   2207     124  77096       6.9812   2.2414e-19    0.00034104       6.9809
_SET1_   SNX7               1   99127236   99226056    336      20  77096      0.11554      0.16592    0.00034104       0.1152
_SET1_   LPPR5              1   99355801   99470449    453      45  77096      0.35868     0.096917    0.00034104      0.35833
_SET1_   LPPR4              1   99729848   99775140    116      17  77096      0.14875      0.20455    0.00034104      0.14841
_SET1_   DPH5               1  101455179  101491365     44       6  77096    -0.022539      0.28721    0.00034104     -0.02288
_SET1_   OLFM3              1  102268126  102462790    692      66  77096        1.612    0.0029709    0.00034104       1.6117
_SET1_   NTNG1              1  107682540  108024477    773      66  77096     -0.60081      0.29117    0.00034104     -0.60115
_SET1_   TAF13              1  109606998  109618624     33       8  77096      0.15327      0.23512    0.00034104      0.15293
_SET1_   SARS               1  109756515  109780804     39      10  77096     0.094804      0.24718    0.00034104     0.094463
_SET1_   CYB561D1           1  110036658  110043063      8       2  77096     -0.97111      0.67819    0.00034104     -0.97145
_SET1_   AMIGO1             1  110049446  110052336      4       2  77096     -0.43769      0.50363    0.00034104     -0.43803
_SET1_   GNAI3              1  110091186  110138465     70      13  77096     -0.18662      0.33531    0.00034104     -0.18696
_SET1_   AHCYL1             1  110527387  110566364     33      15  77096      0.70691      0.10556    0.00034104      0.70657
_SET1_   RBM15              1  110881945  110889303     10       4  77096       1.3162     0.033289    0.00034104       1.3158
_SET1_   CD53               1  111413821  111442558     87      12  77096      0.61866     0.099391    0.00034104      0.61831
_SET1_   DRAM2              1  111659954  111682838     58       9  77096     -0.46362      0.44691    0.00034104     -0.46396
_SET1_   MOV10              1  113217048  113243368     52       9  77096       2.9803   0.00016343    0.00034104         2.98
_SET1_   RHOC               1  113243749  113250025     16       5  77096       1.5821     0.017066    0.00034104       1.5818
_SET1_   PPM1J              1  113252616  113257950     13       7  77096     -0.23263      0.39605    0.00034104     -0.23297
_SET1_   AP4B1              1  114437370  114447741     18       7  77096    -0.059017      0.31648    0.00034104    -0.059358
_SET1_   SYT6               1  114631914  114696472    262      52  77096      0.98771     0.031744    0.00034104      0.98737
_SET1_   DENND2C            1  115127155  115212732    189      22  77096     -0.69635      0.49183    0.00034104     -0.69669
_SET1_   CSDE1              1  115259534  115300671     79      13  77096       3.1675   7.3756e-05    0.00034104       3.1671
_SET1_   TSHB               1  115572445  115576930     22       3  77096      0.82329       0.0809    0.00034104      0.82295
_SET1_   TSPAN2             1  115590632  115632121    158      23  77096       2.5565   0.00048341    0.00034104       2.5562
_SET1_   VANGL1             1  116184574  116240845    195      33  77096     -0.11771      0.25277    0.00034104     -0.11805
_SET1_   NHLH2              1  116378998  116383747     11       6  77096      0.76166      0.10683    0.00034104      0.76131
_SET1_   PTGFRN             1  117452689  117532972    227      26  77096     -0.21496      0.28859    0.00034104      -0.2153
_SET1_   TTF2               1  117602910  117645492     93      19  77096       -1.643      0.84109    0.00034104      -1.6433
_SET1_   VTCN1              1  117686209  117753582    186      26  77096       1.8806    0.0043961    0.00034104       1.8802
_SET1_   MAN1A2             1  117910085  118068320    431      23  77096     0.040596      0.17382    0.00034104     0.040255
_SET1_   SPAG17             1  118496288  118727848    450      22  77096     -0.61981      0.39912    0.00034104     -0.62015
_SET1_   PHGDH              1  120254419  120286849     83      22  77096      0.23925      0.18243    0.00034104      0.23891
_SET1_   POLR3GL            1  145456236  145476081      9       5  77096       -2.473      0.97761    0.00034104      -2.4733
_SET1_   ANKRD35            1  145549209  145568526     40       6  77096      0.41711      0.14963    0.00034104      0.41677
_SET1_   PRKAB2             1  146626685  146644168     56       9  77096       2.4899    0.0009582    0.00034104       2.4896
_SET1_   ACP6               1  147119168  147142634     76      12  77096      -1.4065      0.77908    0.00034104      -1.4068
_SET1_   PLEKHO1            1  150122170  150131825     15       4  77096       5.4515    1.262e-09    0.00034104       5.4512
_SET1_   ANP32E             1  150190717  150208504     21       4  77096       2.9901   0.00019155    0.00034104       2.9898
_SET1_   CA14               1  150229554  150237478      8       5  77096       1.7237     0.015529    0.00034104       1.7234
_SET1_   APH1A              1  150237799  150241609      2       1  77096         4.13    3.042e-06    0.00034104       4.1296
_SET1_   C1orf54            1  150244687  150253335     15       4  77096       3.6321   1.5055e-05    0.00034104       3.6317
_SET1_   TARS2              1  150459840  150480085     62       8  77096       3.8029   4.3995e-06    0.00034104       3.8026
_SET1_   CTSK               1  150768684  150780917     11       4  77096       2.2314     0.002969    0.00034104       2.2311
_SET1_   ARNT               1  150782181  150849244    106      13  77096       1.5304     0.013736    0.00034104       1.5301
_SET1_   SETDB1             1  150898815  150937389     74      14  77096      0.26549      0.18409    0.00034104      0.26515
_SET1_   CDC42SE1           1  151023447  151032125     12       6  77096     -0.44831      0.49512    0.00034104     -0.44865
_SET1_   PSMD4              1  151227176  151239955     17       4  77096     -0.18291      0.36156    0.00034104     -0.18326
_SET1_   ZNF687             1  151254094  151264381      7       2  77096      -2.3403      0.96815    0.00034104      -2.3407
_SET1_   RFX5               1  151313116  151319785      5       3  77096       -2.555      0.98206    0.00034104      -2.5553
_SET1_   POGZ               1  151375200  151445753    103       8  77096       2.6506   0.00053943    0.00034104       2.6502
_SET1_   SNX27              1  151584454  151671559    129      19  77096       1.0395     0.041263    0.00034104       1.0391
_SET1_   TDRKH              1  151742741  151763052     61       5  77096      0.47302      0.13131    0.00034104      0.47268
_SET1_   THEM4              1  151843342  151882361     94       9  77096      -1.5244      0.81494    0.00034104      -1.5248
_SET1_   S100A10            1  151955386  151966714     19       5  77096      -1.2274      0.75753    0.00034104      -1.2277
_SET1_   CHTOP              1  153606458  153618782     29       4  77096     -0.12878      0.32277    0.00034104     -0.12912
_SET1_   SLC27A3            1  153746830  153752633      6       3  77096       1.2725     0.042154    0.00034104       1.2722
_SET1_   DENND4B            1  153901977  153919162     22       5  77096       2.4793    0.0012072    0.00034104       2.4789
_SET1_   RPS27              1  153963239  153964631      1       1  77096      0.67644       0.2019    0.00034104       0.6761
_SET1_   TPM3               1  154127780  154164611     53       9  77096       2.0407    0.0039341    0.00034104       2.0404
_SET1_   C1orf43            1  154179183  154193273     18       4  77096       1.8667    0.0077156    0.00034104       1.8663
_SET1_   HAX1               1  154245039  154248351      2       1  77096       2.8157   0.00056594    0.00034104       2.8154
_SET1_   IL6R               1  154377669  154441926    160      18  77096       1.5154     0.011889    0.00034104        1.515
