# ALPHA = 0.05
# NUMBER_OF_TESTS = 3

# _SET1_  VARIABLE = All_significant_in_AA (set)
# _SET1_  NGENES = 3894
# _SET1_  P-VALUE = 0.000230134
_SET1_   GENE             CHR      START       STOP  NSNPS  NPARAM       N        ZSTAT            P  ZFITTED_BASE  ZRESID_BASE
_SET1_   VAMP3              1    7831329    7841492     39      11  373360       1.6355     0.014794    0.00090455       1.6346
_SET1_   PER3               1    7844413    7905241    263      29  374699       2.9713   0.00010645    0.00090455       2.9704
_SET1_   ERRFI1             1    8071779    8086393     34      10  375414       1.2407     0.038089    0.00090455       1.2398
_SET1_   ENO1               1    8921059    8939151     38      10  377901    -0.091145      0.32617    0.00090455     -0.09205
_SET1_   GPR157             1    9163472    9189229     69      14  373143      -1.1579      0.72027    0.00090455      -1.1588
_SET1_   H6PD               1    9294822    9331396    116      25  369656        0.603      0.11712    0.00090455       0.6021
_SET1_   NMNAT1             1   10003486   10045556    101      19  374062      -1.0929       0.7279    0.00090455      -1.0938
_SET1_   DFFA               1   10520588   10532613     29      10  371688      0.46021      0.17846    0.00090455       0.4593
_SET1_   CASZ1              1   10696661   10856733    408      79  370872       1.2063     0.017071    0.00090455       1.2054
_SET1_   SRM                1   11114649   11120091      9       3  372320     -0.28704       0.4741    0.00090455     -0.28795
_SET1_   EXOSC10            1   11126675   11159961     93       6  374337      0.14208      0.25892    0.00090455      0.14118
_SET1_   MTOR               1   11166588   11322614    356      13  373962      0.27425      0.16668    0.00090455      0.27334
_SET1_   PTCHD2             1   11539295   11597640    163      19  375113      -1.6063       0.8291    0.00090455      -1.6072
_SET1_   FBXO44             1   11714432   11723384     24       8  370415      0.98341     0.080942    0.00090455      0.98251
_SET1_   MAD2L2             1   11734537   11751678     58      12  368406      -1.2872       0.7831    0.00090455      -1.2881
_SET1_   DRAXIN             1   11751781   11780336     58      12  368675      0.95183     0.070069    0.00090455      0.95093
_SET1_   MTHFR              1   11845787   11866160     89      14  377634      -1.3955      0.79187    0.00090455      -1.3964
_SET1_   PLOD1              1   11994724   12035599    136      18  372302      0.38313      0.16446    0.00090455      0.38222
_SET1_   TNFRSF1B           1   12227044   12269279    110      14  374144      0.18706      0.22425    0.00090455      0.18616
_SET1_   VPS13D             1   12290101   12572099    669      35  372918      -1.9844      0.89209    0.00090455      -1.9853
_SET1_   DHRS3              1   12627939   12677820    170      35  372561      -1.8343      0.86858    0.00090455      -1.8352
_SET1_   EFHD2              1   15736391   15756839     82      19  371359       1.4234     0.027366    0.00090455       1.4225
_SET1_   CELA2A             1   15783223   15798586     67      12  366601       2.4397    0.0016529    0.00090455       2.4388
_SET1_   SPEN               1   16174359   16266951    235      38  374898     0.010479      0.23984    0.00090455    0.0095746
_SET1_   HSPB7              1   16340523   16346084     46       6  372943       1.2629       0.0328    0.00090455        1.262
_SET1_   ARHGEF19           1   16524599   16539104     61      10  375441       -1.986       0.9204    0.00090455      -1.9869
_SET1_   FBXO42             1   16573339   16678965    254      15  374969      -1.9328      0.88582    0.00090455      -1.9337
_SET1_   MFAP2              1   17300997   17308081     19       7  373353     -0.74461      0.59351    0.00090455     -0.74551
_SET1_   SDHB               1   17345217   17380665    131      15  375152      -1.6214      0.82849    0.00090455      -1.6224
_SET1_   PADI2              1   17393256   17445948    272      20  374731      -1.6492      0.81159    0.00090455      -1.6502
_SET1_   ACTL8              1   18081808   18153558    175      23  374635       1.5574      0.01294    0.00090455       1.5565
_SET1_   PAX7               1   18957500   19075360    368      69  372981     -0.67215      0.41441    0.00090455     -0.67305
_SET1_   AKR7A2             1   19629202   19638640     28      12  373657       3.6791   1.4544e-05    0.00090455       3.6782
_SET1_   PQLC2              1   19638740   19658925    107      18  371107        1.665     0.011615    0.00090455       1.6641
_SET1_   VWA5B1             1   20617412   20681662    296      33  376153       1.3713     0.016077    0.00090455       1.3704
_SET1_   FAM43B             1   20878932   20881513      4       1  372123      0.97028     0.084725    0.00090455      0.96938
_SET1_   KIF17              1   20990475   21044317    233      58  372246       2.5271   0.00046971    0.00090455       2.5262
_SET1_   HP1BP3             1   21069170   21113808    105      20  374334       4.0524   1.5543e-06    0.00090455       4.0515
_SET1_   EPHA8              1   22890004   22930087    168      32  372361       1.4852     0.016482    0.00090455       1.4843
_SET1_   KDM1A              1   23345937   23410184    100      18  374475       1.0274     0.051055    0.00090455       1.0265
_SET1_   ASAP3              1   23755056   23810750    159      27  375839   0.00050668      0.27303    0.00090455  -0.00039788
_SET1_   RPL11              1   24018269   24022915     15       5  373771     -0.42265      0.55208    0.00090455     -0.42355
_SET1_   LYPLA2             1   24117275   24122029      5       3  372785      -1.2659      0.84386    0.00090455      -1.2668
_SET1_   HMGCL              1   24128367   24165110     59       9  374835      0.80053     0.082558    0.00090455      0.79963
_SET1_   SRSF10             1   24292935   24306953      3       2  372900      -1.3665      0.83328    0.00090455      -1.3674
_SET1_   NIPAL3             1   24742245   24799473    230      32  374137      -1.4161      0.75184    0.00090455       -1.417
_SET1_   SYF2               1   25548767   25559013     27       7  372288       1.7374     0.035275    0.00090455       1.7365
_SET1_   RHCE               1   25687853   25747363    118      15  371799     -0.33519      0.40074    0.00090455      -0.3361
_SET1_   SEPN1              1   26126667   26144713     55       9  371914      -1.3308      0.78952    0.00090455      -1.3317
_SET1_   AUNIP              1   26158414   26185939     79       6  375197      -1.7717      0.88318    0.00090455      -1.7726
_SET1_   STMN1              1   26210670   26233368     39      10  374007     -0.71118      0.56727    0.00090455     -0.71208
_SET1_   SLC30A2            1   26364513   26373439     28       9  374463       1.4273     0.028962    0.00090455       1.4264
_SET1_   LIN28A             1   26737269   26756219     39      14  374936      -1.6124       0.8556    0.00090455      -1.6133
_SET1_   RPS6KA1            1   26856249   26901520    124      22  374888      -1.1602      0.69977    0.00090455      -1.1612
_SET1_   ARID1A             1   27022522   27108601    146      14  373776      -1.5799      0.85243    0.00090455      -1.5808
_SET1_   PIGV               1   27113739   27124894     22       9  372165      -1.6595      0.90729    0.00090455      -1.6604
_SET1_   MAP3K6             1   27681670   27693558     33      11  371355      0.27541      0.23052    0.00090455      0.27451
_SET1_   WASF2              1   27730734   27816678    178      20  373688      -1.1584      0.72181    0.00090455      -1.1593
_SET1_   THEMIS2            1   28199055   28213196     54      12  372219      0.62824      0.11931    0.00090455      0.62734
_SET1_   EYA3               1   28296855   28415173    401      34  373354      0.72892     0.070738    0.00090455      0.72802
_SET1_   SESN2              1   28585963   28609002     84      26  373940     -0.74549      0.57878    0.00090455      -0.7464
_SET1_   PHACTR4            1   28696093   28826881    468      20  373581     0.098893      0.18316    0.00090455     0.097989
_SET1_   OPRD1              1   29138654   29190208    231      39  372831      0.84689     0.056388    0.00090455      0.84599
_SET1_   SRSF4              1   29474250   29508637     89      25  375286      0.57967      0.12649    0.00090455      0.57876
_SET1_   MECR               1   29519385   29557460    121      25  377003      0.27707      0.19004    0.00090455      0.27617
_SET1_   PTPRU              1   29563028   29653325    284      45  373012      -1.4496        0.756    0.00090455      -1.4506
_SET1_   PUM1               1   31404353   31538838    397      34  374684       1.1135     0.027664    0.00090455       1.1126
_SET1_   NKAIN1             1   31652592   31712734    267      21  375387      0.89232     0.051847    0.00090455      0.89141
_SET1_   SERINC2            1   31882412   31907527     88      13  372914    -0.014085      0.27917    0.00090455    -0.014989
_SET1_   COL16A1            1   32117848   32169768    145      36  375840      0.46088      0.12385    0.00090455      0.45998
_SET1_   KHDRBS1            1   32479295   32526460     70      44  372207      0.61202      0.15763    0.00090455      0.61112
_SET1_   EIF3I              1   32687971   32697205     19       6  373165     -0.85699      0.70052    0.00090455     -0.85789
_SET1_   BSDC1              1   32830704   32860062     47      25  371619       1.2997     0.056875    0.00090455       1.2988
_SET1_   SYNC               1   33145507   33168361     68       9  372986     -0.10793      0.39878    0.00090455     -0.10884
_SET1_   YARS               1   33240840   33283633    100      20  375002      0.11849      0.24102    0.00090455      0.11758
_SET1_   S100PBP            1   33282368   33324480    107      27  374665      0.63257      0.11473    0.00090455      0.63167
_SET1_   FNDC5              1   33327869   33338093     16       7  375715      0.90145      0.08325    0.00090455      0.90055
_SET1_   HPCA               1   33351688   33360247     17       8  374621      0.28688      0.24284    0.00090455      0.28597
_SET1_   TMEM54             1   33360196   33367041     19       8  373112      0.29671      0.27332    0.00090455       0.2958
_SET1_   TRIM62             1   33611000   33647671    112      15  373570       1.5671     0.016174    0.00090455       1.5662
_SET1_   PHC2               1   33789224   33841194    165      25  376606     0.042024      0.22749    0.00090455     0.041119
_SET1_   CSMD2              1   33979609   34631443   1953     186  375671       2.0296   2.9315e-05    0.00090455       2.0287
_SET1_   SMIM12             1   35315963   35325417     26      10  369436     -0.43948      0.49327    0.00090455     -0.44039
_SET1_   SFPQ               1   35641981   35658766     49       7  374062      -1.4013      0.86333    0.00090455      -1.4022
_SET1_   ZMYM4              1   35734444   35887545    329      27  372840       1.9908    0.0063023    0.00090455       1.9899
_SET1_   KIAA0319L          1   35899091   36023037    260      29  373582       1.6968     0.013903    0.00090455       1.6959
_SET1_   AGO3               1   36396364   36522360    195      27  373530       1.6437     0.015579    0.00090455       1.6428
_SET1_   STK40              1   36805225   36851525     66      11  374664     -0.88119      0.63383    0.00090455     -0.88209
_SET1_   ZC3H12A            1   37940119   37949978     25      14  370894      0.59445      0.15548    0.00090455      0.59355
_SET1_   MEAF6              1   37955561   37980420     99      22  373755     -0.11602      0.31579    0.00090455     -0.11693
_SET1_   DNALI1             1   38022520   38032458     42      14  374411    -0.042431      0.33192    0.00090455    -0.043336
_SET1_   GNL2               1   38032413   38061586     98      24  374088     -0.57258      0.49359    0.00090455     -0.57349
_SET1_   C1orf109           1   38147242   38158007     51      10  375911      0.79178      0.08596    0.00090455      0.79088
_SET1_   EPHA10             1   38181646   38230824    211      28  376528       1.7975    0.0053484    0.00090455       1.7966
_SET1_   MANEAL             1   38259721   38267278     12       6  373621       1.5497      0.02454    0.00090455       1.5487
_SET1_   FHL3               1   38462439   38471199     14       9  372360     -0.09813      0.39435    0.00090455    -0.099035
_SET1_   UTP11L             1   38478384   38490497     24      11  371097      0.58294      0.15626    0.00090455      0.58203
_SET1_   POU3F1             1   38509523   38512450      1       1  372192       2.6257     0.002268    0.00090455       2.6248
_SET1_   AKIRIN1            1   39456916   39471737     62      11  374186      0.78227     0.085259    0.00090455      0.78137
_SET1_   MACF1              1   39549839   39952810   1089      44  374036       2.3821   0.00025026    0.00090455       2.3812
_SET1_   MFSD2A             1   40420784   40435630     24      11  373068      0.88561     0.091512    0.00090455       0.8847
_SET1_   RLF                1   40627041   40706593    119      26  376406    -0.031134      0.28235    0.00090455    -0.032039
_SET1_   ZMPSTE24           1   40723722   40759856     48      15  377150      0.65734      0.11386    0.00090455      0.65644
_SET1_   COL9A2             1   40766162   40782939     79      16  372464      -1.4724      0.85132    0.00090455      -1.4733
_SET1_   EXO5               1   40974391   40982228     31       9  377115       2.2579    0.0026752    0.00090455        2.257
_SET1_   HIVEP3             1   41972036   42501596   1813      98  375262       1.6235   0.00051309    0.00090455       1.6226
_SET1_   RIMKLA             1   42846468   42889900    163      14  375325      0.86182     0.061025    0.00090455      0.86091
_SET1_   SLC2A1             1   43391046   43424847    135      21  376019       0.6483     0.097164    0.00090455      0.64739
_SET1_   TIE1               1   43766566   43788781     42      10  379468      0.33089      0.17215    0.00090455      0.32999
_SET1_   PTPRF              1   43991708   44089343    363      32  375538       0.7811     0.054669    0.00090455       0.7802
_SET1_   ATP6V0B            1   44440118   44443972     11       5  378390      0.74672      0.11983    0.00090455      0.74581
_SET1_   B4GALT2            1   44444874   44456843     24       9  374622     -0.66117      0.59299    0.00090455     -0.66208
_SET1_   DMAP1              1   44679104   44686351     21      12  374590       3.7471   1.2858e-05    0.00090455       3.7462
_SET1_   RPS8               1   45241213   45244427     11       8  370630      0.45354      0.23347    0.00090455      0.45263
_SET1_   EIF2B3             1   45316194   45452394    516      27  373941      0.21619      0.14925    0.00090455      0.21529
_SET1_   HECTD3             1   45468220   45477027     44      13  373636     0.081979       0.2963    0.00090455     0.081074
_SET1_   MUTYH              1   45794914   45806142     34      13  374657      0.82434      0.11214    0.00090455      0.82344
_SET1_   AKR1A1             1   46016455   46035723     81      18  373677       -1.225      0.74452    0.00090455      -1.2259
_SET1_   TMEM69             1   46153847   46160110     17       4  372550       1.3083     0.037367    0.00090455       1.3074
_SET1_   IPP                1   46159996   46216485    151      15  370789       1.1588     0.039212    0.00090455       1.1579
_SET1_   MAST2              1   46269269   46501796    709      30  376029      0.50098     0.068559    0.00090455      0.50007
_SET1_   PIK3R3             1   46505812   46642167    367      29  374837      0.52179     0.093551    0.00090455      0.52088
_SET1_   LRRC41             1   46744072   46769038     35      20  374793      -2.9038      0.99292    0.00090455      -2.9047
_SET1_   EFCAB14            1   47140831   47184792    115      14  377650      -1.6562       0.8407    0.00090455      -1.6571
_SET1_   CMPK1              1   47799469   47844511    199      30  373883       0.6531     0.090495    0.00090455       0.6522
_SET1_   RNF11              1   51701945   51739119    120      10  373254      -0.8876      0.70864    0.00090455     -0.88851
_SET1_   OSBPL9             1   52082546   52254891    372      33  372672      -1.6491      0.84388    0.00090455        -1.65
_SET1_   RAB3B              1   52373628   52456436    242      33  375175     0.024526      0.24027    0.00090455     0.023621
_SET1_   BTF3L4             1   52521857   52556388     97      17  372740      0.60868      0.16506    0.00090455      0.60778
_SET1_   ZYG11B             1   53192126   53293014    360      24  373651     -0.10937      0.25562    0.00090455     -0.11027
_SET1_   C1orf123           1   53679771   53686289     15       5  378116       3.5727   2.1123e-05    0.00090455       3.5718
_SET1_   MAGOH              1   53692564   53704282     31      10  374896       4.0056   2.9661e-06    0.00090455       4.0047
_SET1_   GLIS1              1   53971904   54203748    805      59  375770     -0.86133      0.41112    0.00090455     -0.86223
_SET1_   HSPB11             1   54387234   54411975     70      15  374179     -0.25518      0.42416    0.00090455     -0.25608
_SET1_   TCEANC2            1   54519274   54565416    132      25  374925      -1.2354       0.7529    0.00090455      -1.2363
_SET1_   MRPL37             1   54665840   54691407    105      21  375686       0.8272     0.076887    0.00090455       0.8263
_SET1_   PARS2              1   55222571   55230226     30       8  376318      0.73611     0.097422    0.00090455       0.7352
_SET1_   DHCR24             1   55315300   55352921    152      23  373744     -0.46879       0.4291    0.00090455      -0.4697
_SET1_   PCSK9              1   55505149   55530526    113      26  373790       2.7737   0.00033982    0.00090455       2.7728
_SET1_   PRKAA2             1   57110990   57181008    252      16  373684       0.9651     0.045254    0.00090455       0.9642
_SET1_   MYSM1              1   59120411   59165747    248      25  375913     -0.53544       0.4131    0.00090455     -0.53634
_SET1_   JUN                1   59246463   59249785      4       2  376614       -2.084       0.9696    0.00090455      -2.0849
_SET1_   AK4                1   65613232   65697828    190      23  373547      -1.0599      0.65862    0.00090455      -1.0608
_SET1_   DNAJC6             1   65720133   65881552    513      36  376113     -0.45438      0.31884    0.00090455     -0.45528
_SET1_   PDE4B              1   66258193   66840262   1641     108  375668       1.4601   0.00098198    0.00090455       1.4592
_SET1_   SGIP1              1   66999066   67210768    830      32  378851       1.1393     0.012957    0.00090455       1.1384
_SET1_   SERBP1             1   67873493   67896123     35      13  372516       1.3303     0.034382    0.00090455       1.3294
_SET1_   GADD45A            1   68150860   68154021      9       4  374169     -0.48789      0.50329    0.00090455      -0.4888
_SET1_   LRRC7              1   70033230   70589171   1790      93  375219       2.3565   3.2484e-05    0.00090455       2.3556
_SET1_   HHLA3              1   70820493   70833706     35      10  375417     -0.76731      0.60213    0.00090455     -0.76821
_SET1_   CTH                1   70876901   70905534     94      27  374173    -0.029211      0.28609    0.00090455    -0.030115
_SET1_   PTGER3             1   71318036   71513497    667      52  375022      -0.4112      0.26615    0.00090455      -0.4121
_SET1_   NEGR1              1   71868625   72748533   2314     128  375645       2.9008   5.3456e-07    0.00090455       2.8999
_SET1_   LRRIQ3             1   74491699   74663871    340      24  376457      0.49364     0.098147    0.00090455      0.49274
_SET1_   TYW3               1   75198836   75232361    126      19  373148       1.0227     0.050984    0.00090455       1.0218
_SET1_   RABGGTB            1   76251879   76260775     31      13  377410       1.1016     0.051959    0.00090455       1.1007
_SET1_   PIGK               1   77554666   77685132    377      25  375314      -1.4315      0.74953    0.00090455      -1.4324
_SET1_   AK5                1   77747662   78025654   1210      91  376064     -0.19701      0.12107    0.00090455     -0.19792
_SET1_   NEXN               1   78354200   78412009    135      32  373436      0.30634      0.19873    0.00090455      0.30543
_SET1_   GIPC2              1   78510646   78604129    297      31  374913      -1.1388      0.65206    0.00090455      -1.1397
_SET1_   TTLL7              1   84335057   84464850    381      21  375972      0.40731      0.11541    0.00090455      0.40641
_SET1_   PRKACB             1   84543745   84704181    313      31  375258     -0.36856      0.33733    0.00090455     -0.36946
_SET1_   CTBS               1   85018804   85048039    122      28  374250      0.26761      0.20257    0.00090455      0.26671
_SET1_   WDR63              1   85527993   85598821    248      39  377163     -0.29931      0.30614    0.00090455     -0.30022
_SET1_   SYDE2              1   85623356   85667292    138      19  375197    -0.013757      0.27691    0.00090455    -0.014661
_SET1_   C1orf52            1   85715636   85725355     31      12  375755       1.5338     0.020072    0.00090455       1.5329
_SET1_   HS2ST1             1   87380335   87575681    623      23  375268       3.0163   5.7955e-05    0.00090455       3.0154
_SET1_   LMO4               1   87794151   87814606     53      15  375015       2.4086    0.0024089    0.00090455       2.4077
_SET1_   CCBL2              1   89401456   89458643    260      24  375012       1.0259      0.04188    0.00090455        1.025
_SET1_   ZNF326             1   90460678   90494101     50      13  374788      -1.3457      0.79696    0.00090455      -1.3466
_SET1_   HFM1               1   91726323   91870426    364      37  374852      0.37041      0.12093    0.00090455      0.36951
_SET1_   CDC7               1   91966338   91991321     62      15  375427     -0.83213      0.60308    0.00090455     -0.83304
_SET1_   RPAP2              1   92764522   92853732    281      36  374545      -1.2871      0.72201    0.00090455       -1.288
_SET1_   DR1                1   93811478   93828149     48      14  375481       1.4782      0.02267    0.00090455       1.4773
_SET1_   DNTTIP2            1   94335014   94345474     50      11  373989     -0.52236      0.48443    0.00090455     -0.52327
_SET1_   SLC44A3            1   95285898   95360803    320      55  375863      0.59391     0.071383    0.00090455        0.593
_SET1_   CNN3               1   95362507   95392735    134      34  372710      0.85609     0.070941    0.00090455      0.85518
_SET1_   ALG14              1   95448279   95538512    298      36  375037     -0.88083      0.55634    0.00090455     -0.88174
_SET1_   PTBP2              1   97187161   97280605    303      29  374456       2.6999   0.00028499    0.00090455        2.699
_SET1_   DPYD               1   97543299   98386615   2528     151  373863       1.1999   0.00047402    0.00090455       1.1989
_SET1_   SNX7               1   99127236   99226056    396      31  376035      -0.3376      0.30643    0.00090455      -0.3385
_SET1_   LPPR5              1   99355801   99470449    502      58  374821     -0.23527      0.24151    0.00090455     -0.23618
_SET1_   LPPR4              1   99729848   99775140    163      31  376946    -0.041549      0.26384    0.00090455    -0.042453
_SET1_   DPH5               1  101455179  101491365     84      14  375355     0.060797      0.27638    0.00090455     0.059892
_SET1_   OLFM3              1  102268126  102462790    697      74  375528       1.8804    0.0012165    0.00090455       1.8795
_SET1_   NTNG1              1  107682540  108024477    906      90  375794      -1.5356       0.6221    0.00090455      -1.5365
_SET1_   TAF13              1  109606998  109618624     42      14  368426    -0.078856      0.35507    0.00090455    -0.079761
_SET1_   SARS               1  109756515  109780804     52      18  373075      -1.8896      0.91228    0.00090455      -1.8905
_SET1_   CYB561D1           1  110036658  110043063     16       7  372106       1.3141     0.041095    0.00090455       1.3132
_SET1_   AMIGO1             1  110049446  110052336      4       2  369419       2.0819    0.0071668    0.00090455        2.081
_SET1_   GNAI3              1  110091186  110138465    124      29  375841      0.35087      0.17284    0.00090455      0.34997
_SET1_   AHCYL1             1  110527387  110566364     85      15  373591     -0.57353      0.55351    0.00090455     -0.57443
_SET1_   RBM15              1  110881945  110889303     14       7  374711      0.42325      0.17837    0.00090455      0.42235
_SET1_   CD53               1  111413821  111442558     98      16  373806      -1.8619      0.89306    0.00090455      -1.8628
_SET1_   DRAM2              1  111659954  111682838     75      15  376820     -0.58889      0.51233    0.00090455     -0.58979
_SET1_   MOV10              1  113217048  113243368     66      15  374965     -0.14523      0.33445    0.00090455     -0.14614
_SET1_   RHOC               1  113243749  113250025     19       6  373400      0.96682     0.071638    0.00090455      0.96591
_SET1_   PPM1J              1  113252616  113257950     19      11  371215     -0.16308       0.4015    0.00090455     -0.16398
_SET1_   AP4B1              1  114437370  114447741     24      11  378129      -1.5094      0.83517    0.00090455      -1.5103
_SET1_   SYT6               1  114631914  114696472    287      64  374390     -0.59447      0.38254    0.00090455     -0.59537
_SET1_   DENND2C            1  115127155  115212732    264      30  374447      0.63627     0.095725    0.00090455      0.63537
_SET1_   CSDE1              1  115259534  115300671    108      23  376185     -0.17387      0.33414    0.00090455     -0.17477
_SET1_   TSHB               1  115572445  115576930     27       5  375223     -0.42439       0.4414    0.00090455     -0.42529
_SET1_   TSPAN2             1  115590632  115632121    188      33  375365       1.0763     0.034825    0.00090455       1.0754
_SET1_   VANGL1             1  116184574  116240845    202      39  376940      -1.7248      0.82905    0.00090455      -1.7257
_SET1_   NHLH2              1  116378998  116383747     11       6  373142       1.0559     0.068885    0.00090455        1.055
_SET1_   PTGFRN             1  117452689  117532972    280      35  376134       2.1994    0.0016044    0.00090455       2.1985
_SET1_   TTF2               1  117602910  117645492    119      29  375405       2.9899   0.00015652    0.00090455        2.989
_SET1_   VTCN1              1  117686209  117753582    227      38  373536     -0.72669      0.51731    0.00090455     -0.72759
_SET1_   MAN1A2             1  117910085  118068320    465      30  376768       1.7285    0.0047588    0.00090455       1.7276
_SET1_   SPAG17             1  118496288  118727848    540      31  375549      0.30811       0.1266    0.00090455       0.3072
_SET1_   PHGDH              1  120254419  120286849     98      29  375404      -1.0579      0.66233    0.00090455      -1.0588
_SET1_   PDE4DIP            1  144851424  145076186     19       9  372724      -2.4599      0.98059    0.00090455      -2.4608
_SET1_   POLR3GL            1  145456236  145476081     29       9  373313      0.11959      0.31906    0.00090455      0.11869
_SET1_   ANKRD35            1  145549209  145568526     53      11  373423     -0.53264      0.47993    0.00090455     -0.53354
_SET1_   GPR89A             1  145764595  145827103      1       1  361707      0.49739       0.1946    0.00090455      0.49649
_SET1_   PRKAB2             1  146626685  146644168     69      13  375978      -1.5411      0.83095    0.00090455       -1.542
_SET1_   ACP6               1  147119168  147142634     83      15  377275    -0.082418      0.29908    0.00090455    -0.083323
_SET1_   PLEKHO1            1  150122170  150131825     25       9  372639       1.4236     0.032213    0.00090455       1.4227
_SET1_   ANP32E             1  150190717  150208504     32       9  370734      0.33316       0.2073    0.00090455      0.33226
_SET1_   CA14               1  150229554  150237478     16      10  372367     -0.10062      0.40781    0.00090455     -0.10153
_SET1_   APH1A              1  150237799  150241609      3       2  370535    -0.021853      0.38097    0.00090455    -0.022758
_SET1_   C1orf54            1  150244687  150253335     16       6  376286      -1.3347      0.79268    0.00090455      -1.3356
_SET1_   TARS2              1  150459840  150480085     69      13  376354     -0.45358      0.43497    0.00090455     -0.45449
_SET1_   CTSK               1  150768684  150780917     16       7  376869      -1.1775      0.75418    0.00090455      -1.1784
_SET1_   ARNT               1  150782181  150849244    124      20  374098      -1.6006      0.83615    0.00090455      -1.6015
_SET1_   SETDB1             1  150898815  150937389    101      24  373997      -1.8406      0.89349    0.00090455      -1.8415
_SET1_   CDC42SE1           1  151023447  151032125     21      10  373577       1.9086     0.011005    0.00090455       1.9077
_SET1_   PSMD4              1  151227176  151239955     22       6  374326    0.0013666      0.31505    0.00090455   0.00046204
_SET1_   ZNF687             1  151254094  151264381     16       6  374521     -0.67629      0.59766    0.00090455      -0.6772
_SET1_   RFX5               1  151313116  151319785     10       5  374671       1.5005     0.030379    0.00090455       1.4996
_SET1_   POGZ               1  151375200  151445753    125      11  375806     -0.52355       0.4861    0.00090455     -0.52445
_SET1_   SNX27              1  151584454  151671559    178      28  373957     -0.80545      0.56243    0.00090455     -0.80635
_SET1_   TDRKH              1  151742741  151763052     75       9  376039     -0.84765      0.58185    0.00090455     -0.84856
_SET1_   THEM4              1  151843342  151882361    119      15  376137    -0.011713      0.28384    0.00090455    -0.012617
_SET1_   S100A10            1  151955386  151966714     21       7  378779     -0.51433      0.49169    0.00090455     -0.51523
_SET1_   CHTOP              1  153606458  153618782     36       7  373022    -0.015498      0.29483    0.00090455    -0.016403
_SET1_   SLC27A3            1  153746830  153752633     10       6  374424      -1.2667      0.83069    0.00090455      -1.2676
_SET1_   DENND4B            1  153901977  153919162     24       6  376023      0.89253     0.075886    0.00090455      0.89163
_SET1_   RPS27              1  153963239  153964631      6       4  372643     -0.37734      0.60413    0.00090455     -0.37825
_SET1_   TPM3               1  154127780  154164611     70      16  375376       1.1817     0.038872    0.00090455       1.1808
_SET1_   C1orf43            1  154179183  154193273     39      12  375902      0.82123     0.090162    0.00090455      0.82033
