# CONDITIONED_INTERNAL = gene size, gene density, sample size, inverse mac, log(gene size), log(gene density), log(sample size), log(inverse mac)
GENE             CHR      START       STOP  NSNPS  NPARAM       N        ZSTAT  ZFITTED_BASE  ZRESID_BASE
KIF1B              1   10270606   10441664    110       6  694163     -0.26439   -0.00015148     -0.26424
PGD                1   10458884   10480565      6       1  682428      0.90494   -0.00015148      0.90509
APITD1             1   10489944   10510239      9       2  678232    -0.099551   -0.00015148      -0.0994
APITD1-CORT        1   10490159   10512060     13       3  668660      0.18676   -0.00015148      0.18691
CORT               1   10509776   10512060      5       2  655956      0.46228   -0.00015148      0.46243
DFFA               1   10520588   10532613      2       1  686882      -1.3678   -0.00015148      -1.3676
PEX14              1   10535003   10690815    139      16  688685       -1.881   -0.00015148      -1.8809
CASZ1              1   10696661   10856733     84      28  649435       5.2353   -0.00015148       5.2355
C1orf127           1   11006530   11042094     29       6  672377     -0.46883   -0.00015148     -0.46867
TARDBP             1   11072462   11085549      6       1  687438       4.1957   -0.00015148       4.1959
MASP2              1   11086580   11107296      9       1  685107       4.2777   -0.00015148       4.2778
EXOSC10            1   11126675   11159961     14       1  701100       4.3537   -0.00015148       4.3538
MTOR               1   11166588   11322614     40       2  678359        4.768   -0.00015148       4.7681
UBIAD1             1   11333255   11348491      6       1  659996      0.12178   -0.00015148      0.12193
PTCHD2             1   11539295   11597640     39       5  681852      -1.5535   -0.00015148      -1.5534
FBXO2              1   11707924   11714888      3       1  623257    -0.019284   -0.00015148    -0.019132
FBXO44             1   11714432   11723384      5       2  625775       1.4985   -0.00015148       1.4987
FBXO6              1   11724150   11734411      2       1  620115       1.1726   -0.00015148       1.1727
MAD2L2             1   11734537   11751678      6       2  639808     -0.97312   -0.00015148     -0.97297
DRAXIN             1   11751781   11780336     13       5  658050      -1.3021   -0.00015148       -1.302
AGTRAP             1   11796142   11810828     13       3  749942      -1.3258   -0.00015148      -1.3256
C1orf167           1   11823827   11849642     30       3  747507      0.19995   -0.00015148       0.2001
MTHFR              1   11845787   11866160     32       6  755623       2.1608   -0.00015148       2.1609
CLCN6              1   11866153   11903201     45       7  756944       1.7528   -0.00015148       1.7529
NPPA               1   11905766   11907840      5       2  749240      0.93035   -0.00015148       0.9305
KIAA2013           1   11979645   11986485      4       1  691243       1.1098   -0.00015148       1.1099
PLOD1              1   11994724   12035599     21       5  679819       3.4853   -0.00015148       3.4854
MFN2               1   12040238   12073572     17       3  688373       1.4929   -0.00015148        1.493
MIIP               1   12079299   12092106      5       2  647826      0.17062   -0.00015148      0.17077
TNFRSF8            1   12123434   12204264     41      12  641625      0.02166   -0.00015148     0.021812
TNFRSF1B           1   12227044   12269279     40       7  697993       -2.614   -0.00015148      -2.6138
VPS13D             1   12290101   12572099     68      14  673140      -1.4714   -0.00015148      -1.4713
DHRS3              1   12627939   12677820     35      11  682792      -1.1516   -0.00015148      -1.1514
AADACL4            1   12704566   12727097     15       2  602171     -0.69379   -0.00015148     -0.69364
AADACL3            1   12776118   12788726     26       4  681227      -2.0132   -0.00015148      -2.0131
C1orf158           1   12806163   12821102     19       4  667893      -1.3459   -0.00015148      -1.3457
PRAMEF12           1   12834984   12838049      3       1  686600     -0.55544   -0.00015148     -0.55529
PRAMEF1            1   12851546   12856777      1       1  651277      -1.5814   -0.00015148      -1.5812
LRRC38             1   13801445   13840242     34      11  661547      -2.1785   -0.00015148      -2.1783
PDPN               1   13910252   13944452     32      11  668146      -4.1351   -0.00015148       -4.135
PRDM2              1   14026714   14151574    124      18  683440       2.5271   -0.00015148       2.5273
KAZN               1   14219646   15444544   1358     186  681984      -2.1569   -0.00015148      -2.1568
TMEM51             1   15479028   15546974    118      18  687064       0.1096   -0.00015148      0.10975
C1orf195           1   15490692   15498120      6       2  706867      0.51791   -0.00015148      0.51806
FHAD1              1   15573730   15724767     94      18  666677      -2.5204   -0.00015148      -2.5202
EFHD2              1   15736391   15756839      4       2  687062     -0.61586   -0.00015148     -0.61571
CTRC               1   15764938   15773153      2       1  725430     -0.29626   -0.00015148      -0.2961
CELA2A             1   15783223   15798586     16       3  685120       1.8225   -0.00015148       1.8226
CELA2B             1   15802596   15817895     11       2  699914       3.7723   -0.00015148       3.7725
CASP9              1   15817896   15851407     61       6  681927       2.6519   -0.00015148       2.6521
DNAJC16            1   15853343   15898228     22       3  692069       3.2652   -0.00015148       3.2653
AGMAT              1   15898194   15911605      6       2  684632       1.7955   -0.00015148       1.7957
DDI2               1   15943953   15995539     29       2  688660       2.6369   -0.00015148        2.637
RSC1A1             1   15986364   15988217      1       1  643472       2.9743   -0.00015148       2.9744
PLEKHM2            1   16010632   16061264     33       4  692795       1.5758   -0.00015148       1.5759
SLC25A34           1   16062721   16067884      1       1  689709        1.429   -0.00015148       1.4291
TMEM82             1   16068987   16074292      1       1  676898      0.13142   -0.00015148      0.13157
FBLIM1             1   16083107   16113089     12       3  683842      0.79362   -0.00015148      0.79377
UQCRHL             1   16133657   16134194      1       1  692555      -1.8365   -0.00015148      -1.8363
SPEN               1   16174359   16266951     37       5  678728      0.92436   -0.00015148      0.92451
ZBTB17             1   16268364   16302627     13       5  687215       1.3219   -0.00015148        1.322
TBC1D3P6           1   16302626   16323701     16       4  681478      0.94934   -0.00015148      0.94949
C1orf64            1   16330731   16333184      3       1  692193      -1.1453   -0.00015148      -1.1451
HSPB7              1   16340523   16346084     11       3  657258       2.2174   -0.00015148       2.2176
CLCNKA             1   16348486   16360548     12       4  698766       1.1554   -0.00015148       1.1555
CLCNKB             1   16370231   16383821     18       4  677349     -0.54179   -0.00015148     -0.54164
FAM131C            1   16384264   16400127      9       2  667842    -0.097735   -0.00015148    -0.097583
EPHA2              1   16450832   16482582     20       5  679692      0.47563   -0.00015148      0.47578
ARHGEF19           1   16524599   16539104     16       2  683711     -0.96015   -0.00015148        -0.96
ANO7P1             1   16551343   16553528      2       1  690801       2.0278   -0.00015148        2.028
RSG1               1   16558182   16563659      1       1  637863       3.0243   -0.00015148       3.0245
FBXO42             1   16573339   16678965     40       3  691082       1.6356   -0.00015148       1.6357
SZRD1              1   16693525   16724643     11       3  687989        1.466   -0.00015148       1.4662
SPATA21            1   16722101   16763919     23       5  690002       1.2892   -0.00015148       1.2893
NECAP2             1   16767167   16786585      9       3  673067      0.79864   -0.00015148      0.79879
CROCC              1   17248445   17299474      7       3  703007       2.1809   -0.00015148        2.181
MFAP2              1   17300997   17308081      2       1  692376       4.3953   -0.00015148       4.3955
ATP13A2            1   17312453   17338467      9       3  713352       4.1784   -0.00015148       4.1785
SDHB               1   17345217   17380665     26       5  693752       3.0012   -0.00015148       3.0014
PADI2              1   17393256   17445948     64       7  676376       3.5056   -0.00015148       3.5058
PADI1              1   17531621   17572501     45      14  652100      -3.3729   -0.00015148      -3.3728
PADI3              1   17575593   17610728     63      13  685893      -1.9427   -0.00015148      -1.9425
PADI4              1   17634690   17690495     85      13  677639      -1.7569   -0.00015148      -1.7567
PADI6              1   17698741   17728195     48       6  685878      0.67502   -0.00015148      0.67518
RCC2               1   17733251   17766250     19       3  689504     -0.22447   -0.00015148     -0.22432
ARHGEF10L          1   17846693   18024370    119      17  677960      -2.6468   -0.00015148      -2.6466
ACTL8              1   18081808   18153558     38       5  686280     -0.28675   -0.00015148      -0.2866
IGSF21             1   18434240   18704977    314      64  679741      -1.8967   -0.00015148      -1.8966
KLHDC7A            1   18807424   18812540     10       3  681224     -0.40937   -0.00015148     -0.40922
PAX7               1   18957500   19075360    113      29  646020       0.3179   -0.00015148      0.31806
TAS1R2             1   19166093   19186155     16       4  661370      -1.6158   -0.00015148      -1.6156
ALDH4A1            1   19197924   19229293      9       3  617743      -1.5684   -0.00015148      -1.5683
IFFO2              1   19230774   19282826     19       7  666070    -0.062195   -0.00015148    -0.062043
UBR4               1   19401000   19536812     93       8  690626       1.9709   -0.00015148        1.971
EMC1               1   19542158   19578053     27       6  695925      0.83487   -0.00015148      0.83503
MRTO4              1   19578075   19586622      7       2  697904       1.2099   -0.00015148       1.2101
AKR7A3             1   19609057   19615280      4       2  683714     -0.28369   -0.00015148     -0.28353
AKR7A2             1   19629202   19638640      5       2  675234       1.0889   -0.00015148       1.0891
PQLC2              1   19638740   19658925      9       3  668221      -2.6122   -0.00015148      -2.6121
CAPZB              1   19665267   19812066    171      15  689762      -1.4699   -0.00015148      -1.4698
MINOS1             1   19923471   19956315     20       5  685943      0.52997   -0.00015148      0.53012
MINOS1-NBL1        1   19923471   19984949     33       9  688442       1.2674   -0.00015148       1.2675
NBL1               1   19969723   19984949      8       4  687089       2.3492   -0.00015148       2.3493
HTR6               1   19991780   20006055      8       2  669807     -0.79829   -0.00015148     -0.79814
TMCO4              1   20008706   20126424     74      20  672743      -1.4784   -0.00015148      -1.4782
RNF186             1   20140522   20141771      1       1  537187      0.10175   -0.00015148       0.1019
OTUD3              1   20208356   20239438     14       5  685498    0.0048071   -0.00015148    0.0049585
PLA2G2E            1   20246800   20250110     10       3  680277      0.34122   -0.00015148      0.34137
PLA2G2A            1   20301924   20306932     11       4  679671     -0.19427   -0.00015148     -0.19412
PLA2G5             1   20386157   20418394     55      11  683656      -2.1219   -0.00015148      -2.1218
PLA2G2D            1   20439143   20446059      6       3  655938      -0.7865   -0.00015148     -0.78635
PLA2G2F            1   20465823   20476879      2       1  674695      -1.2334   -0.00015148      -1.2333
PLA2G2C            1   20490484   20501687     19       4  683084      -2.3326   -0.00015148      -2.3325
UBXN10             1   20512578   20522540      4       1  698516       1.2836   -0.00015148       1.2837
VWA5B1             1   20617412   20681662     94      14  689890      -1.3081   -0.00015148       -1.308
MUL1               1   20825941   20834674     11       4  680520     -0.15055   -0.00015148      -0.1504
CDA                1   20915444   20945401     19       7  687355      -0.3425   -0.00015148     -0.34234
PINK1              1   20959948   20978004     14       3  681769      -1.0565   -0.00015148      -1.0564
DDOST              1   20978260   20988037     15       3  690991      -1.2698   -0.00015148      -1.2696
KIF17              1   20990475   21044317     39      16  672197    -0.074448   -0.00015148    -0.074297
SH2D5              1   21046225   21059133     15       4  682729      0.14365   -0.00015148       0.1438
HP1BP3             1   21069170   21113808     23       5  689233     -0.87123   -0.00015148     -0.87108
EIF4G3             1   21132785   21503381    157       8  688886      -2.1927   -0.00015148      -2.1926
ECE1               1   21543740   21672034    119      23  686508      -1.7494   -0.00015148      -1.7493
NBPF3              1   21766583   21811393     25       4  683326        0.735   -0.00015148      0.73515
ALPL               1   21835475   21904905     97      17  685004     -0.89102   -0.00015148     -0.89087
RAP1GAP            1   21922708   21996010     61      18  679347      -1.0823   -0.00015148      -1.0821
USP48              1   22004791   22109688     79      10  681438     -0.20656   -0.00015148     -0.20641
LDLRAD2            1   22138758   22151714      6       3  672387      -1.0538   -0.00015148      -1.0537
HSPG2              1   22148737   22263750     87      14  678646     -0.91026   -0.00015148     -0.91011
CELA3B             1   22303418   22315847     10       3  683467      0.29951   -0.00015148      0.29966
CDC42              1   22379120   22419439     31       4  674719     -0.52491   -0.00015148     -0.52475
WNT4               1   22443798   22470474     24       7  688253      0.57542   -0.00015148      0.57557
ZBTB40             1   22778344   22857650     49       5  681563     -0.78183   -0.00015148     -0.78168
EPHA8              1   22890004   22930087     28       8  680168      -2.9525   -0.00015148      -2.9523
C1QA               1   22963118   22966175      3       2  684492     -0.94377   -0.00015148     -0.94362
C1QC               1   22969969   22974603      7       2  688519      0.12197   -0.00015148      0.12212
C1QB               1   22979682   22988130     12       3  691247       1.4683   -0.00015148       1.4684
EPHB2              1   23037263   23241823    143      27  682094       3.5359   -0.00015148        3.536
LACTBL1            1   23279536   23299524      9       2  688523       5.7915   -0.00015148       5.7916
C1orf234           1   23337327   23342343      2       1  690057       4.9418   -0.00015148        4.942
KDM1A              1   23345937   23410184     16       2  692466       5.4883   -0.00015148       5.4885
LUZP1              1   23410516   23504301     36       6  697274       4.5738   -0.00015148        4.574
HNRNPR             1   23635953   23671143     12       2  684615      0.97078   -0.00015148      0.97093
ZNF436             1   23685941   23696357     15       4  695359       2.5166   -0.00015148       2.5167
TCEA3              1   23707555   23751269     34       8  701515        3.411   -0.00015148       3.4112
ASAP3              1   23755056   23810750     33       5  708284      -1.2866   -0.00015148      -1.2864
E2F2               1   23832920   23857712     10       3  710791         1.59   -0.00015148       1.5901
ID3                1   23884421   23886285      3       2  713304       -2.917   -0.00015148      -2.9169
RPL11              1   24018269   24022915      2       1  680937      -2.2427   -0.00015148      -2.2426
TCEB3              1   24069856   24088549      6       3  695800      0.74023   -0.00015148      0.74038
PITHD1             1   24104876   24114722      2       1  689592      0.29293   -0.00015148      0.29309
LYPLA2             1   24117275   24122029      1       1  685868      0.93292   -0.00015148      0.93307
HMGCL              1   24128367   24165110     11       2  689641     -0.49347   -0.00015148     -0.49332
FUCA1              1   24171567   24194859      6       2  685785    -0.076476   -0.00015148    -0.076325
CNR2               1   24197005   24285549      3       1  662879     -0.17867   -0.00015148     -0.17852
MYOM3              1   24382531   24438665     74      10  684064     0.082624   -0.00015148     0.082775
IL22RA1            1   24446261   24469783     23       6  676271      -1.6334   -0.00015148      -1.6333
IFNLR1             1   24480647   24513765     33       8  670392     -0.39973   -0.00015148     -0.39958
GRHL3              1   24645812   24690972     35       9  674335      0.31956   -0.00015148      0.31971
STPG1              1   24683489   24741587     38       7  683562     0.040856   -0.00015148     0.041008
NIPAL3             1   24742245   24799473     55       7  690663      0.70713   -0.00015148      0.70728
RCAN3              1   24828841   24863510     21       4  682024       -1.146   -0.00015148      -1.1458
NCMAP              1   24882567   24935819     28       9  678842       1.5173   -0.00015148       1.5174
SRRM1              1   24969594   24999772      3       1  650711      0.35154   -0.00015148      0.35169
CLIC4              1   25071760   25170815     18       2  687605      -1.2507   -0.00015148      -1.2506
RUNX3              1   25226002   25291648     42       9  676490     -0.86953   -0.00015148     -0.86938
RSRP1              1   25568740   25574010      1       1  791596      -1.6015   -0.00015148      -1.6014
TMEM50A            1   25664789   25688852      3       1  636377      -0.4388   -0.00015148     -0.43865
RHCE               1   25687853   25747363      4       2  637388     -0.45715   -0.00015148       -0.457
TMEM57             1   25757388   25826700      7       1  720789     -0.58919   -0.00015148     -0.58904
LDLRAP1            1   25870071   25895377     10       1  681093      -1.4115   -0.00015148      -1.4113
MAN1C1             1   25943959   26111258     68      10  677189       0.2508   -0.00015148      0.25095
SEPN1              1   26126667   26144713      9       3  675012     -0.97381   -0.00015148     -0.97366
MTFR1L             1   26146397   26159433      7       1  682897      0.10453   -0.00015148      0.10468
AUNIP              1   26158414   26185939     15       1  684092    -0.088492   -0.00015148     -0.08834
PAQR7              1   26187975   26202461      4       1  713951     0.024442   -0.00015148     0.024594
STMN1              1   26210670   26233368      7       1  683423      -0.2008   -0.00015148     -0.20065
PAFAH2             1   26286258   26326366     27       3  691452     -0.55159   -0.00015148     -0.55143
EXTL1              1   26348266   26362955      9       3  677474       0.1078   -0.00015148      0.10796
SLC30A2            1   26364513   26373439      4       1  683231    -0.057865   -0.00015148    -0.057713
TRIM63             1   26377792   26394142     17       2  697623      -1.0984   -0.00015148      -1.0983
PDIK1L             1   26437656   26452039     11       1  701615      -1.4394   -0.00015148      -1.4393
FAM110D            1   26485511   26489119      2       1  687686      -1.9295   -0.00015148      -1.9293
ZNF593             1   26496388   26497364      3       1  673311     -0.65148   -0.00015148     -0.65133
CNKSR1             1   26503981   26516375      5       2  668073     -0.51582   -0.00015148     -0.51567
CATSPER4           1   26517119   26529033     24       5  691094      -2.6155   -0.00015148      -2.6153
CEP85              1   26560644   26605529     49       5  691207     -0.89701   -0.00015148     -0.89686
SH3BGRL3           1   26606213   26608013      1       1  692590    -0.087836   -0.00015148    -0.087684
UBXN11             1   26608773   26644756     51       6  688679      -1.7416   -0.00015148      -1.7415
CD52               1   26644411   26647014      3       1  689995     -0.66039   -0.00015148     -0.66024
AIM1L              1   26648350   26680621     27       5  687890      -1.0577   -0.00015148      -1.0575
ZNF683             1   26688125   26701023     15       3  680219      -1.5337   -0.00015148      -1.5336
LIN28A             1   26737269   26756219     11       4  683867      0.96994   -0.00015148      0.97009
DHDDS              1   26758773   26797797     19       4  686869      0.95747   -0.00015148      0.95762
HMGN2              1   26798902   26803133      4       2  690731        1.932   -0.00015148       1.9321
RPS6KA1            1   26856249   26901520     28       6  685600     -0.32479   -0.00015148     -0.32464
LOC101928728       1   27018623   27022896      3       2  670709     -0.78073   -0.00015148     -0.78058
ARID1A             1   27022522   27108601     15       3  703219     0.020156   -0.00015148     0.020308
ZDHHC18            1   27153201   27184092     11       3  701230      0.22296   -0.00015148      0.22312
GPN2               1   27205872   27216869      1       1  692469       1.2266   -0.00015148       1.2268
GPATCH3            1   27216979   27226962      3       2  671381       1.2736   -0.00015148       1.2737
NR0B2              1   27237975   27240567      1       1  636478       1.3402   -0.00015148       1.3404
NUDC               1   27248187   27273362      8       3  689397     -0.15763   -0.00015148     -0.15748
KDF1               1   27276047   27286901      3       1  708790       -1.143   -0.00015148      -1.1428
TRNP1              1   27320189   27327377      1       1  688496     -0.98974   -0.00015148     -0.98959
SLC9A1             1   27425300   27481621     17       3  672492       -1.299   -0.00015148      -1.2989
WDTC1              1   27561007   27635124     16       4  675168     -0.41483   -0.00015148     -0.41468
TMEM222            1   27648636   27662891      6       2  650467     -0.66796   -0.00015148      -0.6678
SYTL1              1   27668483   27680423      6       2  647684      -0.3711   -0.00015148     -0.37095
MAP3K6             1   27681670   27693558      8       2  674303     -0.24117   -0.00015148     -0.24101
CD164L2            1   27705596   27709823      2       1  692190       2.2555   -0.00015148       2.2557
GPR3               1   27719148   27722318      1       1  679660      -1.6578   -0.00015148      -1.6576
WASF2              1   27730734   27816678     25       2  676319       2.4196   -0.00015148       2.4197
AHDC1              1   27860756   27930463      6       2  672156       1.0431   -0.00015148       1.0432
FGR                1   27938800   27961727      6       2  626564      0.80618   -0.00015148      0.80633
IFI6               1   27992572   27998724      2       1  651918       1.3722   -0.00015148       1.3724
FAM76A             1   28052490   28089426     20       2  653827      -1.3618   -0.00015148      -1.3616
STX12              1   28099694   28150963     12       2  650360      -1.4162   -0.00015148       -1.416
PPP1R8             1   28157252   28178183      5       1  662749     -0.84257   -0.00015148     -0.84242
THEMIS2            1   28199055   28213196     11       2  686277      0.50233   -0.00015148      0.50248
RPA2               1   28218035   28241255     15       2  685936      0.71434   -0.00015148       0.7145
SMPDL3B            1   28261456   28285663     33       6  677990        0.267   -0.00015148      0.26715
XKR8               1   28286504   28294604      1       1  662984      -1.3976   -0.00015148      -1.3974
EYA3               1   28296855   28415173     40       5  685129    -0.090745   -0.00015148    -0.090594
PTAFR              1   28473677   28520447      9       3  686168       1.5873   -0.00015148       1.5875
DNAJC8             1   28526789   28559542     15       3  690221      0.44862   -0.00015148      0.44877
ATPIF1             1   28562602   28564616      4       2  689116      0.67046   -0.00015148      0.67061
SESN2              1   28585963   28609002     11       3  690649       1.2298   -0.00015148       1.2299
MED18              1   28655513   28662478      1       1  692139       0.8299   -0.00015148      0.83005
PHACTR4            1   28696093   28826881     30       2  693561     -0.72351   -0.00015148     -0.72336
RCC1               1   28832455   28865708      9       2  689916       0.1069   -0.00015148      0.10705
TRNAU1AP           1   28879529   28905057      7       1  702159      -1.1179   -0.00015148      -1.1178
TAF12              1   28929608   28975416      9       1  686041      -1.9547   -0.00015148      -1.9545
GMEB1              1   28995234   29042115     10       2  689543       1.3048   -0.00015148        1.305
YTHDF2             1   29063133   29096287     10       2  688868      0.90712   -0.00015148      0.90727
OPRD1              1   29138654   29190208     46       7  679340       -2.187   -0.00015148      -2.1868
EPB41              1   29213603   29446558    121      12  687807        2.244   -0.00015148       2.2441
TMEM200B           1   29445937   29450421      3       1  719048       2.5771   -0.00015148       2.5773
SRSF4              1   29474250   29508637     16       4  681216       2.6766   -0.00015148       2.6768
MECR               1   29519385   29557460     39       8  680845       3.5876   -0.00015148       3.5877
PTPRU              1   29563028   29653325     62      12  682398        2.633   -0.00015148       2.6332
MATN1              1   31184124   31196432     11       1  665110     -0.49306   -0.00015148     -0.49291
LAPTM5             1   31205315   31230683     18       6  674125      -1.9689   -0.00015148      -1.9687
SDC3               1   31342313   31381480     24      10  666734     -0.52094   -0.00015148     -0.52079
PUM1               1   31404353   31538838     67       7  687560       1.0162   -0.00015148       1.0164
